desktopspdeBlo40,desktopspdeBlo90,desktopspdeBus82,desktopspdeGam94,desktopspdeGen08,desktopspdeGen19,desktopspdeGen25,desktopspdeGen31,desktopspdeGen34,desktopspdeGen36,desktopspdeGen39,desktopspdeGen47,desktopspdeGen53,desktopspdeGen58,desktopspdeGen60,desktopspdeGen64,desktopspdeGen66,desktopspdeGen70,desktopspdeGen71,desktopspdeGen75,desktopspdeGen77,desktopspdeGen83,desktopspdeGen88,desktopspdeGen89,desktopspdeGen92,desktopspdeLif38,desktopspdeLif59,desktopspdeLif69,desktopspdePho03,desktopspdePho16,desktopspdePho21,desktopspdePho33,desktopspdePho54,desktopspdePho63,desktopspdeReu01,desktopspdeReu45,desktopspdeTra15,desktopspdeVid93,desktopspenBlo40,desktopspenBlo56,desktopspenBlo90,desktopspenBus62,desktopspenBus68,desktopspenBus82,desktopspenBus91,desktopspenGam13,desktopspenGam32,desktopspenGam44,desktopspenGam94,desktopspenGen06,desktopspenGen08,desktopspenGen19,desktopspenGen20,desktopspenGen25,desktopspenGen28,desktopspenGen31,desktopspenGen34,desktopspenGen36,desktopspenGen37,desktopspenGen39,desktopspenGen41,desktopspenGen42,desktopspenGen47,desktopspenGen49,desktopspenGen52,desktopspenGen53,desktopspenGen57,desktopspenGen58,desktopspenGen60,desktopspenGen64,desktopspenGen65,desktopspenGen66,desktopspenGen70,desktopspenGen71,desktopspenGen75,desktopspenGen77,desktopspenGen78,desktopspenGen83,desktopspenGen85,desktopspenGen88,desktopspenGen89,desktopspenGen92,desktopspenLif04,desktopspenLif07,desktopspenLif09,desktopspenLif10,desktopspenLif11,desktopspenLif12,desktopspenLif17,desktopspenLif18,desktopspenLif22,desktopspenLif27,desktopspenLif29,desktopspenLif30,desktopspenLif35,desktopspenLif38,desktopspenLif43,desktopspenLif46,desktopspenLif48,desktopspenLif55,desktopspenLif59,desktopspenLif61,desktopspenLif69,desktopspenLif72,desktopspenLif79,desktopspenLif81,desktopspenPho02,desktopspenPho03,desktopspenPho16,desktopspenPho21,desktopspenPho23,desktopspenPho24,desktopspenPho33,desktopspenPho50,desktopspenPho51,desktopspenPho54,desktopspenPho63,desktopspenPho67,desktopspenPho80,desktopspenPho87,desktopspenReu01,desktopspenReu05,desktopspenReu14,desktopspenReu45,desktopspenTra15,desktopspenTra74,desktopspenTra86,desktopspenVid26,desktopspenVid73,desktopspenVid84,desktopspenVid93,desktopspesBlo40,desktopspesBlo56,desktopspesBus82,desktopspesGam32,desktopspesGam94,desktopspesGen08,desktopspesGen19,desktopspesGen20,desktopspesGen25,desktopspesGen31,desktopspesGen34,desktopspesGen36,desktopspesGen39,desktopspesGen47,desktopspesGen53,desktopspesGen58,desktopspesGen60,desktopspesGen64,desktopspesGen66,desktopspesGen70,desktopspesGen71,desktopspesGen75,desktopspesGen77,desktopspesGen83,desktopspesGen88,desktopspesGen89,desktopspesLif30,desktopspesLif38,desktopspesLif69,desktopspesPho03,desktopspesPho16,desktopspesPho21,desktopspesPho24,desktopspesPho51,desktopspesReu01,desktopspesReu45,desktopspesTra15,desktopspesVid93,desktopspzhBlo40,desktopspzhBlo56,desktopspzhBlo90,desktopspzhGam94,desktopspzhGen19,desktopspzhGen20,desktopspzhGen25,desktopspzhGen31,desktopspzhGen34,desktopspzhGen36,desktopspzhGen39,desktopspzhGen47,desktopspzhGen53,desktopspzhGen58,desktopspzhGen60,desktopspzhGen64,desktopspzhGen66,desktopspzhGen75,desktopspzhGen77,desktopspzhGen83,desktopspzhGen89,desktopspzhLif30,desktopspzhLif38,desktopspzhLif55,desktopspzhLif69,desktopspzhPho03,desktopspzhPho21,desktopspzhPho33,desktopspzhVid93
2.199500266,2.157572786,2.815491094,6.023037487,6.399998011,52.70919686,4.688443701,15.47022011,25.22178727,3.467338614,10.28210421,9.596053062,14.45785281,5.056852345,7.078694388,18.90692041,18.81560718,1.99458407,2.527918247,9.671753997,35.52045058,7.213890823,6.733510347,18.15428112,1.250620695,5.615299609,3.599673537,6.290977999,3.455660395,1.930270224,20.67670717,3.167280509,5.202651035,1.367367319,2.42791356,2.985714122,4.213556224,36.96787537,37.99241714,13.69617233,21.7140811,6.264818055,11.92636898,14.82966415,3.610884027,5.065626452,24.3539195,12.33621988,95.965279,13.82849908,36.37821345,2495.926828,87.53836582,43.33354692,6.650354443,96.87939238,297.8735687,66.33231654,4.889319323,141.1772946,23.77658592,17.09992646,125.9911257,25.59420507,8.168068689,205.0274474,7.862624855,51.84094399,209.3443003,456.5130601,6.080265577,137.525368,25.40119873,37.21927099,237.4493421,880.6645156,4.375105239,35.4725727,69.18950202,103.7093614,164.798687,68.03110589,23.33230234,9.954840757,7.901237765,9.075708749,8.023965713,6.54464107,6.83600883,6.014898811,23.00797914,23.82477978,22.99636747,51.18586362,6.149846833,65.45497084,13.47771193,3.272514115,10.73956104,23.46226315,14.94889054,10.71847243,64.67776508,54.77302726,12.12132657,8.282346849,16.70246564,18.43078471,33.50242163,105.018869,15.28764191,7.145351785,36.62026002,16.47290581,20.74676164,15.39742212,23.44218,14.11851971,4.776311245,20.60026581,25.34099717,42.84793925,11.7859484,13.76251671,24.87833548,5.013405043,10.83388268,27.86930269,10.73224968,47.98017492,698.4850904,7.749186086,4.869026798,2.101927277,12.16896369,4.12143755,7.69953318,75.88103332,10.02685736,4.947869038,18.36838608,33.48355134,10.91628258,12.43958755,10.61908383,14.29463539,4.253673122,10.72094031,17.5178319,17.30461489,2.068427296,3.390357603,13.93291695,62.76705366,4.179139278,3.917987038,45.08411974,4.016505959,6.690678063,4.64277004,2.132882787,4.488118271,19.30940518,10.42415473,1.666397705,2.081874635,1.693339575,3.33418363,61.64896931,4.122650122,4.181780172,4.457708651,4.959805344,47.16187643,9.303033323,6.438458644,14.29408333,21.75451092,8.306911486,2.950201785,7.547346672,15.05971105,8.373319488,11.6782349,23.57619265,14.29567939,18.15186904,35.09384591,8.716304593,14.84263648,5.104579124,5.755942406,3.614757588,6.508930333,6.433588673,13.73801547,4.708996675,61.71885169
2.042069644,1.987651492,2.688034163,5.735991513,6.338916279,53.46962499,4.623774466,14.55019683,34.04749563,3.549058708,10.03928498,8.894865012,14.06810223,5.610905147,9.606063453,17.04585676,18.51676054,2.045251662,2.347107519,9.417816744,34.96324983,7.595924771,7.282339395,18.63003213,1.401952439,6.142328438,3.16746271,5.792878739,4.957565527,1.808931011,20.76119109,3.317592237,5.557627328,1.476042601,2.889475805,2.824642541,4.11165583,40.08816921,35.24827722,14.63279977,22.345995,6.294446655,11.3629402,14.97689811,4.038085898,4.92284644,23.01160127,12.29357881,85.53465308,14.36693723,36.31277313,2416.567397,85.16296404,40.88498116,6.323599486,93.1913473,295.9854725,71.06323892,5.349141592,144.263716,20.46873631,15.45316562,126.6026045,22.07431933,7.340311828,218.4351443,8.012515737,49.13659013,204.2622437,438.9723625,5.961986051,137.8160415,22.07066763,35.12537733,233.458098,860.8877148,3.44731447,34.45850443,64.86247672,103.4450252,165.1723134,67.76698684,21.66556251,8.839413823,8.487388559,8.805701073,7.83693368,6.376707471,6.602693533,5.979035043,22.55755417,25.36105068,22.60406721,50.02605132,6.939988614,61.93265598,14.2316,2.869686786,10.00297985,19.65093608,15.54871052,11.06443986,58.41764612,85.84308099,12.76033277,7.972208589,16.08215805,19.55711422,30.9734154,103.122608,15.39906729,6.561223595,37.3161793,16.39892113,18.38678399,17.46912802,22.11823476,14.80472818,4.381374564,21.35622393,27.11050995,40.14594278,11.55816325,14.2146789,24.5851483,5.488336407,10.73316099,25.77719818,9.575821525,44.75307971,689.8892003,7.816848734,5.172154035,2.31078695,11.32689585,4.68854243,7.399985563,75.04281889,9.10240332,5.419007516,17.82338937,34.99556143,9.049132856,13.11760255,10.29293887,13.87523899,4.081551761,11.05887812,16.52533247,17.262127,2.211424611,3.54417793,14.18052014,61.72337285,4.491036849,3.730289097,46.36861989,3.769743228,6.016284623,4.60678977,1.992159494,4.349182495,20.07077118,9.648072237,1.549190067,2.02518233,1.493768353,10.74056468,62.36629797,4.548013247,4.041005063,5.46607915,4.948043224,48.08373833,9.228480544,6.811121148,14.66221655,24.7056214,8.512208614,3.702797128,9.155780149,14.13539519,9.277368662,14.46011103,20.67260684,13.84010025,17.79620133,35.17237977,9.092951851,14.80316962,4.580230615,7.777162044,3.603647678,6.75975135,6.954313515,15.5276305,4.239086672,61.69735327
2.101602481,1.668137974,2.75047071,6.82353879,7.031029997,52.26324519,4.295338861,14.75548292,30.90581765,3.256281123,9.944913466,9.539680901,14.40592391,6.085019466,8.142150046,18.47171864,18.36458887,2.247571813,2.383650082,9.986173026,46.1715467,8.648876082,7.343455706,17.96065765,3.064648742,6.270023908,3.990852844,5.606341089,3.938798532,2.208182459,20.40619526,3.001435036,5.406429387,1.363541854,2.793839436,2.898731189,4.242847976,37.61785105,36.18915827,15.68586127,22.09379179,5.960775649,11.58567541,14.86273194,3.583373029,5.66297805,25.48233135,12.40983096,93.29464711,17.32738852,35.81297229,2367.151315,96.08508258,41.74561924,5.872256873,92.55115198,300.3305506,65.21816889,5.121490551,138.088034,20.62425778,16.11381293,127.1373313,23.9142187,7.307509486,205.3558558,7.935668545,56.71211925,207.0189097,432.1287238,5.435917263,135.2115628,21.35055006,35.20756381,228.7239065,821.4902285,4.083831731,31.92360019,65.97418024,104.8221344,179.1954448,62.59211483,22.4633402,8.583174603,8.30194764,8.999061355,7.88131903,6.049268468,7.07270917,6.371592091,22.71133199,24.63394144,23.23825111,49.87247299,5.901341758,58.23973896,12.15404839,2.923873531,10.45856074,21.35787845,16.36243771,10.8963531,58.65162486,60.42190367,13.13042094,8.400267414,16.13761736,18.4915026,32.12470947,99.89501362,15.40197491,6.864981379,37.52225618,17.34147677,19.48007749,16.33364971,23.63576203,15.2022547,4.962300539,19.23354211,28.11992523,37.92239355,12.27481841,14.19466183,24.13385682,5.595684893,10.60718333,26.86059579,8.373653124,46.04818048,677.0770731,7.259034617,5.305613764,2.994980935,13.39803347,5.01592133,7.567994001,77.47272995,9.012752795,6.254846951,18.58427739,36.20345358,10.66914484,12.13106647,10.52349844,14.43478674,3.651244787,10.13923756,16.32233827,16.3686099,2.510389483,3.435430453,13.93425447,62.0921788,4.802991308,4.028073801,44.85770849,4.176337073,5.924178078,4.355180189,2.126553448,4.692729518,19.0009351,10.117399,1.440543244,1.95850204,1.546242789,7.866687511,62.24425993,4.00810727,3.927581632,5.00317633,4.786588083,47.86177096,9.185998126,7.227007449,14.50470382,19.94869634,7.46676271,3.205648272,8.708407524,15.14391509,8.150395852,12.92298482,21.97026243,13.016929,16.99597088,34.6344267,9.265131331,14.96772063,4.632414537,6.690788562,3.664587149,6.60115376,6.12429095,14.45197648,4.977601031,62.06918665
2.20454528,2.409333193,3.100983844,6.483032579,5.713449629,79.96437319,4.520713446,20.67179008,29.12802674,3.602745844,10.24634592,8.298877788,14.17317731,6.913586772,7.233577311,18.46161313,16.6266326,2.024201863,2.495760688,11.22869218,44.90070582,8.008327778,6.693865693,20.11156643,1.951068211,6.765423482,3.570292622,5.74973972,3.216048451,2.230949529,24.3269241,3.081906914,4.530024701,1.178249581,2.736580416,2.855637506,4.241263463,42.94652782,36.44420139,14.55922658,22.19758021,6.456439067,11.88854849,15.3314243,3.781600048,8.335997225,24.62461665,12.94298159,88.41085628,16.38324733,38.79271993,2330.645137,102.0802404,42.35988499,6.664761058,89.96425967,302.0624664,62.6511806,5.090366792,140.1767297,22.57224549,15.11831335,123.2234021,22.62071094,7.344360625,199.8330806,8.21580839,51.32988309,224.8736244,420.4915037,5.767574639,132.5687269,21.84394952,38.05376463,225.479743,858.3409596,4.426917086,32.76288926,66.4036555,107.9361027,237.7938514,55.62232411,23.03901341,8.321966467,8.012715678,8.75549495,7.762445667,6.357578223,7.590883161,6.820809504,21.9280657,24.20104096,22.9382889,49.81558824,5.79522745,62.10456053,12.90314592,2.68572667,9.80546713,19.3858729,16.34403495,10.84231381,56.21922498,55.31576592,12.18809324,8.056699518,17.07189103,19.17680643,29.33496764,99.06310931,14.78324941,6.872776011,37.51991996,16.55619802,18.68691355,16.20852374,25.03820271,14.93267632,4.958322747,20.82094258,26.9229261,39.72502156,12.28527345,14.10169834,24.80583625,4.997166058,10.90213332,26.67541732,10.61772875,42.77928115,692.4078479,7.123786282,5.65519345,2.544840812,11.09564044,4.284744182,6.913298466,70.09821681,9.029129422,5.336795851,17.28417161,40.81631863,10.16747737,12.05909903,9.959032626,14.75758654,4.025874911,10.32105192,15.67129128,16.04383184,2.291004812,3.722431779,13.60976426,68.21392251,4.681997294,4.580067098,43.95625061,3.83964035,6.520135701,4.216962656,2.257350305,4.251120062,20.1301057,9.164791442,1.575478142,1.752458194,1.859376159,6.821241841,59.57207821,3.710721193,4.124948132,4.741728787,5.034076141,47.60717465,9.61197832,7.452821835,13.00163679,20.38112412,7.73501212,3.061804402,9.452670476,13.29045157,7.149465447,12.88463369,22.67321891,13.37419048,18.5175709,35.59957133,9.246185667,15.32102113,4.732526288,7.620701579,3.582460919,6.542373739,5.95184799,14.58681372,4.209705564,65.3263682
1.909239114,2.151564736,2.787158752,5.844028678,6.918453669,68.08066243,4.617612633,16.4874559,28.30729003,3.396854928,9.413649291,8.551940908,13.65345767,5.772248107,8.035054969,19.23654183,17.35005396,1.754571326,2.504911154,10.79676261,42.02915056,7.797218262,7.681818218,20.27720488,2.023185733,6.879583276,3.449001615,5.797495715,3.423468062,1.831414923,22.03015945,3.173760663,5.057907584,1.345072991,2.501587063,3.144217068,4.413254313,39.56287054,36.17499284,14.56933527,26.17516735,6.168635524,12.17066428,14.81858512,3.610758893,6.534148666,23.9686052,12.71464135,86.22728773,15.34526988,37.97542305,2391.82814,97.47640287,41.76387361,6.490345833,91.60589882,294.7876045,61.54058182,5.209345042,147.9103086,23.86933334,15.62726551,118.3568036,22.75866551,7.027847874,182.0146959,7.661867149,52.58096465,217.6038169,420.1115944,5.662225905,129.318263,21.72950021,36.24022942,219.4294619,959.0455407,3.512894174,32.15696989,64.17355213,111.3548868,220.6827257,56.82438131,22.78979671,7.583482123,8.080362851,8.319220123,7.712328909,6.374737317,7.229775315,6.533970939,22.934751,22.99111222,21.97407623,47.68970368,5.71058662,49.35694669,10.97052362,2.692101139,9.687414499,27.67470391,16.40377511,10.69996136,50.37886763,55.6410907,13.00743711,7.421771143,14.92224014,18.30957633,29.22896027,112.1726256,14.41214586,7.059311645,38.27627064,18.35225119,18.55700934,16.51865407,23.36359118,13.55360788,4.421084784,19.47624408,29.16413289,39.41996709,11.78994801,14.03831495,23.31941858,5.004209011,9.893957726,27.96255178,11.17791068,41.9375861,691.115319,6.822187747,6.434479178,3.068419418,12.58997219,4.340519554,7.500322804,74.68002561,9.136074314,5.436077761,18.92874411,37.22362393,10.67663545,12.2964033,9.5816596,15.05062668,3.483337612,7.766146363,15.78119579,15.72653636,2.729425552,3.916706076,13.89971921,66.04746488,4.541334676,5.019606028,42.65657582,3.132033655,5.848424489,3.964823211,2.025266465,4.205648451,19.34611854,10.07502473,1.657866162,2.397259366,1.599964972,6.460599895,62.2224135,3.751090116,4.185926209,4.739841475,5.071979983,46.23100391,9.632358777,6.834864222,13.92694126,19.0858934,8.391486464,2.815823362,8.632456082,13.63430664,7.471914893,12.9145174,21.0953515,12.80655799,17.09303342,33.45452372,8.863353028,15.74763511,4.732263307,7.326116525,3.324277829,6.115288417,5.697429748,15.1010155,4.415084902,64.18195421
2.262646315,2.119995053,3.110164256,6.739743841,6.614006477,66.5589115,5.531130543,15.81209464,28.49863314,3.101263856,9.295110381,8.78429902,13.68898278,5.766674299,8.223702119,18.52749275,16.80744417,1.701625927,2.502311691,13.20291615,39.84898703,8.090216572,7.163637507,27.29355726,1.758648491,6.790605842,3.791018902,5.728541474,3.581713688,2.085132029,22.29848968,2.930013475,4.705557665,1.413949892,2.371840172,3.203313131,4.588547323,38.34788202,36.89572229,14.06606706,25.4885461,6.610428991,11.85714108,14.84780641,3.852181287,6.319513618,24.3182454,12.84907847,85.15831123,15.5152826,38.13276463,2148.283866,93.52203539,42.18496461,5.86307315,92.01449073,328.8338921,63.50204939,6.806676944,138.4426712,21.12023142,15.16671684,124.3790186,21.87715739,6.924316529,172.9272653,8.477598304,75.74119898,207.6289044,409.5609122,5.421027835,123.9700243,21.18123396,36.88766152,211.7028975,816.9571224,3.639398417,32.24364726,63.27488053,108.2278036,195.2164667,56.76208166,24.06553066,7.57927119,8.540972642,8.91371677,7.910580965,6.880042613,6.908741908,6.52502513,23.77524451,26.35496618,25.02808912,45.52451908,5.623697895,50.25009494,11.4903575,2.68575589,9.140076289,21.85502155,17.60463554,10.43755512,51.04142755,55.586931,12.50808114,7.871803958,16.21976331,18.56448274,30.01612031,115.6083832,16.16482269,7.710545685,39.3272099,17.60927032,18.89190659,16.00398283,22.93209386,14.36976889,4.263249445,20.59649536,28.22932909,37.85027468,12.0385661,14.56240078,24.66099769,5.511226428,11.17427878,27.42177963,10.09050916,41.46192691,697.1086659,6.734842421,6.67196121,3.170476398,12.28967931,4.280919838,7.226413518,71.10569437,9.515889099,6.15110539,16.60520633,40.28663234,9.766110626,11.84768587,9.382437971,14.24890403,3.462514213,8.516875265,15.80867391,15.3087278,2.788545887,3.687798451,14.35464161,63.01145554,4.784509104,3.89817807,42.65552558,3.714823901,6.427745294,4.780145863,2.285674038,4.160076668,19.49552946,9.846596612,1.841437472,2.017811493,1.913228263,6.507565248,60.29896938,4.152664602,4.987382032,5.18037362,5.143430366,50.6204657,10.54853347,6.329578387,13.1385072,20.1830732,7.754209503,3.442530217,8.50894603,13.73054758,7.504325765,12.81617185,22.0938275,12.19220059,18.72646705,33.79924455,8.650927644,15.5041656,4.556766609,8.727892939,3.38382841,7.098127211,5.885184833,15.32369054,4.159270884,65.84296209
2.227779218,2.008694264,3.011181634,6.767176266,6.196648139,63.03900776,5.270706346,15.67475172,26.58492269,3.950798073,9.532257434,9.190436581,13.50237844,5.463442306,7.482166614,18.29652493,14.81727918,1.872963406,2.654979877,11.771034,38.74595029,7.871675258,6.668477083,22.87706281,1.648223168,6.976479879,3.620706431,5.987374536,3.441114301,2.186234602,21.85355816,3.0307985,3.942511371,1.401634136,2.62740544,3.323343833,4.15141141,37.37158165,35.77664463,14.21369169,21.71856204,6.569094097,12.12940865,14.41051881,3.638048105,6.073820396,24.51330226,13.03582468,92.30706912,15.39976061,37.86185015,1996.81481,93.46384967,42.26506232,6.143863764,90.79829927,302.0343461,59.59283241,6.172629399,135.9303969,22.82351269,18.82235836,128.9488236,21.21567708,8.031375393,166.8360912,9.030739297,66.63676368,202.4904677,400.8658906,5.815287927,127.5739339,22.33842708,35.19480198,205.7231182,771.661446,3.489238887,36.08452955,61.97385987,111.7581312,194.7731144,52.6364397,23.34642818,8.020959638,9.186894591,9.302820056,8.112094321,7.165774951,7.080871411,7.02609261,25.31599267,26.75698568,23.85829185,47.95737067,6.78705885,51.38233733,10.86104464,3.319407985,12.49712805,21.64809438,15.81860505,10.85328348,53.28921872,52.8549131,11.90644323,8.009645739,17.28476001,17.93625543,30.40440128,105.5327984,16.22331224,7.277804643,37.64445921,17.17293818,18.87314475,15.18675204,21.34858557,14.79359343,4.850296984,19.04741309,26.60709464,36.72131201,12.01714665,17.25793706,23.89728197,5.86754439,11.30779501,28.02656677,11.39738908,40.6230956,675.8982905,6.541967148,5.60934265,3.007857388,11.56038552,3.9870497,6.946593347,71.4538991,8.476055941,5.52349518,16.72413883,36.90035062,10.87055085,10.82234087,9.679823158,12.94616441,3.259074394,7.546392933,14.94315792,14.25365239,2.392888179,3.631217347,14.98843171,61.42269783,4.356946085,4.038091265,43.81691082,3.156879004,6.073201088,4.071088614,1.941890313,4.226748682,17.49685251,9.227864107,1.859688854,2.017672968,1.541430609,5.0180529,58.25439816,5.106786692,4.354109251,5.110780566,4.427441726,50.45141399,9.394889507,6.046968658,13.7871369,22.16145221,7.944460836,3.442588794,8.485123511,13.40990628,7.070434723,12.34545065,22.49848913,11.5326864,19.02696303,33.72372201,9.503736864,14.86433444,4.734996322,8.156427868,4.303591755,6.665519238,5.600905243,14.80227868,3.715717195,62.64117473
2.419517333,2.222660819,2.937589609,6.245221297,5.755638861,66.55907825,5.462544329,15.08727185,27.21404044,3.906579764,10.09846303,9.828878754,14.00361777,5.825451324,8.410816478,18.24695476,15.86324745,2.448719781,2.991493154,11.62682443,37.9152991,8.043848049,7.084676689,23.99643575,2.020924961,7.305350615,3.731447026,6.15752481,3.960551045,2.051098215,23.44739536,2.76940548,4.40446336,1.898901435,2.661186906,5.385103986,4.321347332,40.13376675,37.46351578,13.83249096,24.12370352,7.281454991,13.09046331,14.06816503,3.651833604,5.81740458,24.8901513,12.88651092,87.42285704,15.26888164,37.78673523,2475.178165,93.43840955,39.91665487,6.009540041,106.2662639,310.395652,63.5647075,5.849027211,141.0373491,21.1980044,17.76030419,129.9832405,21.94497893,7.765309512,179.0023835,8.918877404,60.09573643,222.4214081,410.2552321,5.542663081,128.1459756,20.53215211,37.06230712,239.8963989,866.0219172,3.583814453,35.09915058,74.87807644,108.9369569,197.2679341,57.50445731,23.13785985,7.814617002,8.790717915,9.410986494,7.812415276,7.030373872,7.807958762,6.053342906,24.35666836,26.61998476,24.10755282,47.35406888,6.985425618,50.9437027,11.86547084,2.972205264,10.20679217,21.95893988,16.56345248,11.16336118,51.63411652,51.25368877,12.65969495,8.406367507,16.94747462,19.23517272,32.71211737,108.6728568,15.65425823,7.894693051,39.02551555,17.59567045,19.66145317,16.78583997,21.08267094,14.17237064,4.697032871,18.55826189,27.35336587,41.5417779,11.28403876,19.46984917,27.02231425,5.315930538,11.45530231,30.22670538,10.49086658,43.71096285,686.4369559,7.57227123,5.939579576,2.656032113,11.8435481,4.270197241,7.84204004,70.22627374,8.837415659,6.085980249,17.12991983,41.02367129,10.52827538,12.14741711,10.50517263,13.8165038,3.455575655,9.068522209,16.08850155,15.64793743,3.011322716,4.232299393,15.3775988,63.12198516,4.85301093,4.011265382,46.14284739,3.335669433,6.200851432,4.050694959,2.403576961,4.413004259,18.28378475,10.88716698,1.75431468,3.148843441,3.837306646,6.130203169,63.19075103,4.935137568,5.008221724,5.243131768,5.649945299,53.35499072,9.858438854,6.342372503,15.13585584,22.55371852,8.490306885,3.358326603,9.005165823,14.57417687,7.693007514,15.27279225,21.33398733,13.71518399,17.19777886,35.02888136,9.500304447,16.34904321,4.425038532,8.913063107,5.968981678,6.796441214,5.65319582,13.74121149,4.057714627,63.4437705
2.519889133,2.281768638,3.194020284,6.729337344,6.950242387,71.04598717,4.955890629,14.05687082,34.01934829,3.661872101,9.44714603,9.818859542,14.47747513,5.72947787,7.431554079,18.32596022,15.58672469,2.375635607,3.248120665,10.80624648,41.17703244,8.136163767,6.486681291,23.25296199,2.16880633,7.262448075,3.941194799,6.562774345,2.833562041,2.061003893,20.95511933,2.919186636,4.86869042,1.778907996,2.911142581,4.505733434,4.394861271,37.96370304,40.60679357,14.09455248,25.40249852,6.164226431,13.48489839,14.09302283,3.415433898,5.282261841,24.00559113,12.80702186,90.6186582,15.62395636,37.93504085,2741.853178,91.94863234,45.90503022,5.526783217,102.4490585,306.0826158,162.8389306,5.841172252,138.0575678,20.87066241,17.62495248,126.5172912,24.5285923,7.184345869,176.8663407,8.999002809,62.43036571,221.7344661,413.4846862,4.780677664,131.8357765,21.07030153,35.36845981,233.1878483,1190.355293,3.502907062,33.92524597,72.08024989,116.9292553,216.5952017,59.08026555,25.52270272,7.999345733,8.474283682,9.177815841,8.578008404,7.098421189,7.740758528,6.318757817,26.01913445,29.03004809,23.64571094,47.55604167,6.482999768,53.54868861,10.45921531,2.593657942,9.870797502,22.43267458,16.61878387,10.72568724,51.77569619,42.2725519,13.42259708,8.03259822,16.34018723,17.2863052,35.03197976,108.608964,16.11706173,9.596458129,37.83796964,17.85488924,19.09518911,15.0520275,19.82315995,13.21526107,4.735047235,16.93081996,26.13181507,38.58744004,12.47601761,16.90508672,24.59944355,4.891933077,11.03084578,29.49892677,9.92627117,42.46675256,782.7617985,7.149667174,5.760337813,2.797094752,12.60228335,3.931335046,7.359947753,69.41854246,14.23078383,5.830701324,16.33081457,38.031223,11.45301916,10.88360397,11.18612571,13.37828147,3.628033427,8.439393976,17.29538521,14.97127285,2.662591378,3.92892257,14.22013106,65.66787972,4.678161044,4.02566384,45.79938809,3.388725841,6.504819588,4.453602665,2.574742817,4.54656003,18.04497346,12.78555923,1.971411465,3.010436867,2.39426487,4.563534772,60.55634555,4.339433461,4.711153577,4.933143459,5.171627511,51.54875359,10.53474767,6.030624084,14.2904898,21.7094323,8.370838206,4.293724801,9.324910449,15.65146125,7.619895441,14.61294538,21.61907359,12.46098663,17.14163061,34.6470374,10.37315545,16.11699792,4.624784514,8.21362252,6.570280765,6.862450933,5.585507955,15.01769402,4.646507628,70.07223973
2.157218277,2.407207918,2.815400619,5.532684582,5.765688851,70.67461579,4.991493447,13.25151066,26.89650697,3.8545513,9.392273341,9.393580251,13.8478024,5.499988619,6.916533469,18.6434061,14.420203,2.673714145,2.559067365,11.09725616,37.46801516,7.410654148,6.394098798,22.86613117,1.471352814,6.618530173,3.264456629,6.337150463,2.842548867,2.316365888,22.62653145,2.615416058,3.809157236,1.506884784,2.638942848,4.078045823,4.316147036,39.59823722,39.48285675,13.59829599,22.96615253,5.709432139,12.31431738,13.8836452,4.033490094,5.067458625,28.56313158,13.01688018,79.84664233,15.16512965,38.3427433,2562.856221,86.02469006,43.60138427,5.158353349,96.84027092,336.2960766,105.9684158,5.974205583,139.9760098,19.44470132,17.64984353,124.4753437,22.596591,7.581834823,175.1023299,8.740971758,58.25678867,217.7100164,415.9737294,5.043259642,127.7670105,19.82117345,35.70106107,228.9982153,973.0795772,3.644650109,34.38392178,67.32220987,107.3971948,203.290477,59.6738668,23.09658355,8.003739628,8.428148765,8.388674421,7.79555334,6.706022674,7.131714136,6.103840687,25.53563948,27.89949969,22.32241796,47.1131584,6.233001503,49.64955722,11.36390334,2.554431075,9.745703018,19.90195825,15.43102133,11.43193327,64.75764989,45.31684059,12.4225311,7.992390341,15.50304896,17.04159281,32.84671264,106.0617346,15.48432976,8.65038964,46.62517361,17.37015213,18.77175239,16.46287275,20.10066768,14.08886636,4.580250006,17.9623555,24.74173008,39.91377728,11.89977216,15.69071944,24.972681,4.820997223,11.45504348,28.81873134,9.335425048,46.8696712,760.5655418,7.794776159,5.468759235,2.880692652,12.10137131,3.72945532,7.068139658,66.16230918,11.97426469,7.39160128,15.0265455,39.32418529,10.07682118,12.46589077,10.17650485,12.4034631,3.635821432,8.061105093,15.26655986,14.13423643,3.169619965,3.819828928,14.39948287,63.66510994,4.185775246,3.752998242,43.64528165,3.281384861,6.517467879,5.431029929,2.682702274,4.467266088,18.52800064,11.66737968,1.682138343,3.09736334,2.249175859,6.904941092,63.70186038,4.776086147,4.217739183,4.990002008,5.415263298,49.80165849,10.57833494,5.829632104,13.35817459,22.14373584,8.260042776,4.706604827,8.571111134,14.84040652,7.403796573,12.86064309,23.9796646,13.56510531,17.27521462,34.65724816,9.651177901,17.30805373,5.475357621,9.140091812,5.961063581,6.948905696,5.229908792,15.69810894,4.330476614,69.59673762
