,Series,OLS.rec,OLS.unrec,Actual,date,error.rec,error.unrec,OLS.lower.rec,OLS.upper.rec,OLS.lower.unrec,OLS.upper.unrec
58,AAAOth,202.056028198673,193.890109907325,146.7626114,10,-55.293416798673,-47.127498507325,59.7327294358705,344.379326961476,35.4772753910933,352.302944423557
59,AAAOth,215.172718198149,217.350862401763,122.4073365,11,-92.765381698149,-94.943525901763,74.485806647009,355.859629749289,61.1564146594265,373.5453101441
60,AAAOth,159.15455080491,161.503449970216,100.5082075,12,-58.64634330491,-60.995242470216,17.5621014236937,300.747000186126,4.6491442069902,318.357755733442
61,AAAOth,151.49512115246,154.19283038492,135.0377979,13,-16.45732325246,-19.15503248492,11.0900009208558,291.900241384064,-2.00543972214894,310.39110049199
62,AAAOth,149.649666493558,149.725885353883,79.4647076,14,-70.184958893558,-70.261177753883,10.2587202447463,289.04061274237,-5.1896757510076,304.641446458774
63,AAAOth,181.906562718392,183.148542100148,130.8698948,15,-51.036667918392,-52.278647300148,41.6653804327476,322.147745004036,26.6046673414687,339.692416858827
64,AAAOth,139.680595002112,143.418019146759,151.7876399,16,12.107044897888,8.36962075324098,1.27927150650149,278.081918497723,-11.3778130512736,298.213851344792
65,AAAOth,179.425370867222,180.777896799508,138.9360877,17,-40.489283167222,-41.841809099508,39.0920970109363,319.758644723508,23.4287071860586,338.127086412958
66,AAAOth,163.651636154153,161.821207349022,231.4542701,18,67.802633945847,69.633062750978,28.575681223207,298.727591085099,7.49958776122338,316.14282693682
67,AAAOth,173.966497391485,172.145700426511,174.4077549,19,0.44125750851498,2.26205447348897,38.861041631345,309.071953151625,18.140624176227,326.150776676794
68,AAAOth,166.242638080598,170.794257134259,458.0642409,20,291.821602819402,287.269983765741,31.5244504769996,300.960825684196,17.177037719014,324.411476549503
69,AAAOth,222.028691077024,210.847312031758,194.2144721,21,-27.814218977024,-16.632839931758,76.6491693991849,367.408212754863,45.4386909975082,376.255933066008
70,AAAOth,190.449079767376,196.181863642835,102.5759844,22,-87.873095367376,-93.605879242835,51.5518253326644,329.346334202088,38.3230148387977,354.040712446872
71,AAAOth,213.906930395239,214.95788837228,386.7331331,23,172.826202704761,171.77524472772,74.0740009307248,353.739859859753,56.1046946087008,373.811082135859
72,AAAOth,197.050309963415,185.801431599687,227.7420518,24,30.691741836585,41.940620200313,53.0687074513023,341.031912475528,24.3859506784803,347.216912520894
73,AAAVis,1368.39414059057,1356.88614034207,1595.847895,1,227.45375440943,238.96175465793,1108.35549162964,1628.4327895515,1011.55728533128,1702.21499535286
74,AAAVis,636.826647721123,625.2796695923,825.5949998,2,188.768352078877,200.3153302077,378.324681967902,895.328613474344,281.071274827919,969.488064356681
75,AAAVis,766.071220316469,746.816773902196,801.3015317,3,35.2303113835311,54.484757797804,504.666970217229,1027.47547041571,400.764850615813,1092.86869718858
76,AAAVis,874.306218089503,867.183000968118,1022.955923,4,148.649704910497,155.772922031882,616.778908394165,1131.83352778484,524.810441441695,1209.55556049454
77,AAAVis,732.762858391382,724.738728235785,828.6578618,5,95.895003408618,103.919133564215,474.384271066258,991.141445716506,381.802520451039,1067.67493602053
78,AAAVis,701.435820398224,686.368952292446,671.19682,6,-30.239000398224,-15.172132292446,442.789247164435,960.082393632013,344.313222330964,1028.42468225393
79,AAAVis,827.314021735096,827.037884702797,731.114608,7,-96.1994137350961,-95.923276702797,570.234735055668,1084.39330841452,486.424411619192,1167.6513577864
80,AAAVis,667.346302589052,670.379547282678,692.2519783,8,24.905675710948,21.872431017322,410.272975292426,924.419629885678,330.092211738853,1010.6668828265
81,AAAVis,726.104828223984,720.065819120862,754.0956734,9,27.990845176016,34.029854279138,470.070837172867,982.138819275101,380.929044094609,1059.20259414711
82,AAAVis,855.967126430113,848.821372651844,809.802802,10,-46.164324430113,-39.0185706518439,600.764222976905,1111.17002988332,510.761740447166,1186.88100485652
83,AAAVis,777.024609521433,777.210770470004,758.5828877,11,-18.441721821433,-18.627882770004,522.665303327385,1031.38391571548,440.062550580893,1114.35899035912
84,AAAVis,1010.08336087158,1010.42807377887,920.2711845,12,-89.81217637158,-90.15688927887,756.016017487659,1264.1507042555,674.029764716671,1346.82638284107
85,AAAVis,1427.04194848883,1425.50557412069,1380.935859,13,-46.1060894888301,-44.56971512069,1173.61604007405,1680.46785690361,1089.29037634539,1761.720771896
86,AAAVis,651.229132791367,650.073599320288,640.6702275,14,-10.558905291367,-9.40337182028804,399.526747228384,902.93151835435,314.813198670582,985.333999969994
87,AAAVis,804.160831757042,804.627542764868,667.6892863,15,-136.471545457042,-136.938256464868,555.283718719944,1053.03794479414,471.561698335339,1137.6933871944
88,AAAVis,876.241528532621,879.002117258654,744.7566905,16,-131.484838032621,-134.245426758654,626.935935322512,1125.54712174273,545.002510895127,1213.00172362218
89,AAAVis,731.575800540064,737.563945927975,910.9089797,17,179.333179159936,173.345033772025,483.088948982624,980.062652097504,404.291311414986,1070.83658044096
90,AAAVis,714.275716959215,702.472094764002,737.2266489,18,22.950931940785,34.754554135998,465.182425569371,963.369008349059,369.315449739996,1035.62873978801
91,AAAVis,845.052026200651,845.414054788521,754.0806507,19,-90.971375500651,-91.333404088521,596.952143821752,1093.15190857955,513.698918674574,1177.12919090247
92,AAAVis,683.241965234581,686.866563696731,838.2696105,20,155.027645265419,151.403046803269,435.687164054475,930.796766414687,355.788725871087,1017.94440152237
93,AAAVis,746.713756169287,736.403920433049,512.1902982,21,-234.523457969287,-224.213622233049,497.943510123311,995.484002215263,404.942321381143,1067.86551948496
94,AAAVis,857.164730945483,866.617414781038,907.1972957,22,50.032564754517,40.5798809189621,606.843037599653,1107.48642429131,533.56389053389,1199.67093902819
95,AAAVis,784.024343995229,781.227034142316,836.9585042,23,52.9341602047711,55.731470057684,535.132997951125,1032.91569003933,450.631855457722,1111.82221282691
96,AAAVis,1026.29634284068,1012.35871627886,905.4328154,24,-120.86352744068,-106.92590087886,777.193473453241,1275.39921222812,682.461150433613,1342.25628212411
97,AABBus,31.2308837992473,28.2641177851335,2.3534026,1,-28.8774811992473,-25.9107151851335,-78.7439231622019,141.205690760696,-57.5900941666525,114.118329736919
98,AABBus,12.8585210852501,13.3555555828142,13.1556116,2,0.2970905147499,-0.199943982814199,-94.799176864612,120.516219035112,-72.3580549196004,99.0691660852287
99,AABBus,48.0073846495077,45.9235727960787,32.333215,3,-15.6741696495077,-13.5903577960787,-59.1448662245536,155.159635523569,-39.596681239202,131.443826831359
100,AABBus,25.685248830748,24.421389772725,25.3905901,4,-0.294658730748001,0.969200327275001,-81.2792159192711,132.649713580767,-60.7281467376478,109.570926283098
101,AABBus,15.2217947005306,14.991519190611,49.2026506,5,33.9808558994694,34.211131409389,-91.3655782604462,121.809167661507,-69.9257102670044,99.9087486482264
102,AABBus,15.7578071728998,12.6152454813049,33.0192482,6,17.2614410271002,20.4040027186951,-92.6795597561786,124.195174101978,-72.3454188733609,97.5759098359708
103,AABBus,15.8677092249466,15.0976101982439,3.0522035,7,-12.8155057249466,-12.0454066982439,-91.731675535094,123.467093984987,-69.5873782556842,99.782598652172
104,AABBus,14.8720584652846,12.915854150955,19.2582801,8,4.3862216347154,6.342425949045,-93.4609905767498,123.205107507319,-71.4859165749831,97.3176248768932
105,AABBus,22.0014051368502,18.8223369965632,99.3173441,9,77.3159389631498,80.4950071034368,-84.8366394755498,128.83944974925,-65.4873932230863,103.132067216213
106,AABBus,18.3887040396075,18.3056749416913,28.5539495,10,10.1652454603925,10.2482745583087,-89.645440425916,126.422848505131,-67.1862848865417,103.797634769924
107,AABBus,17.1935937666687,15.4504594440857,46.2444352,11,29.0508414333313,30.7939757559143,-88.9278588594949,123.315046392832,-69.0823502524221,99.9832691405936
108,AABBus,32.8201195562598,26.358679811031,42.9173506,12,10.0972310437402,16.558670788969,-77.0206608997672,142.660900012287,-58.1434730126508,110.860832634713
109,AABBus,35.5483387026868,33.5095922104734,0,13,-35.5483387026868,-33.5095922104734,-68.7631882396579,139.859865645032,-50.5698547908101,117.589039211757
110,AABBus,21.2178763749129,17.9708279866534,11.1044446,14,-10.1134317749129,-6.8663833866534,-82.732067584331,125.167820334157,-66.040493520264,101.982149493571
111,AABBus,51.5164752561165,49.1504217700214,17.1128474,15,-34.4036278561165,-32.0375743700214,-52.6455238017281,155.678474313961,-34.5424163658158,132.843259905858
112,AABBus,29.0062785975461,28.3357825107118,11.6719181,16,-17.3343604975461,-16.6638644107118,-74.9841281582256,132.996685353318,-55.3569645803702,112.028529601794
113,AABBus,22.6212452368181,17.8109637213417,2.451953,17,-20.1692922368181,-15.3590107213417,-83.5117878559646,128.754278329601,-65.7563557806471,101.378283223331
114,AABBus,15.2429684662086,12.5085044889808,13.7885803,18,-1.4543881662086,1.2800758110192,-89.3034448794326,119.78938181185,-70.7756184789077,95.7926274568694
115,AABBus,12.4933937708231,15.3909560633089,1.3384205,19,-11.1549732708231,-14.0525355633089,-91.580615482228,116.567403023874,-67.5923049473722,98.37421707399
116,AABBus,16.2297327692164,14.0072282169177,0,20,-16.2297327692164,-14.0072282169177,-88.5902691108206,121.049734649253,-68.787156860314,96.8016132941494
117,AABBus,22.1782624574981,21.3457004857471,251.5443157,21,229.366053242502,230.198615214253,-82.5447214571378,126.901246372134,-61.9907997416951,104.682200713189
118,AABBus,29.649019844651,30.5874921065512,6.4571491,22,-23.191870744651,-24.1303430065512,-81.9205368837134,141.218576573015,-64.0907207103875,125.26570492349
119,AABBus,25.0528920491458,21.0014835348095,10.6748863,23,-14.3780057491458,-10.3265972348095,-84.2347902695583,134.34057436785,-67.3404279212427,109.343394990862
120,AABBus,26.1953198585117,29.9296786908758,21.8206599,24,-4.3746599585117,-8.1090187908758,-88.6247385985909,141.015378315614,-58.1025621915274,117.961919573279
121,AABHol,567.794349388937,573.708040143285,830.5287132,1,262.734363811063,256.820673056715,422.43481762155,713.153881156324,446.491502065146,700.924578221424
122,AABHol,160.873116042207,147.639539849109,95.4105903,2,-65.462525742207,-52.228949549109,7.96910170112258,313.777130383291,9.24697783242564,286.032101865793
123,AABHol,101.434372582547,102.490338936353,210.1801127,3,108.745740117453,107.689773763647,-48.4130868106818,251.281831975776,-29.9972113547879,234.977889227493
124,AABHol,192.487490556097,186.603648183696,129.778815,4,-62.708675556097,-56.824833183696,41.6189942306518,343.355986881542,52.5276153460568,320.679681021335
125,AABHol,69.5269485930157,75.6847301008759,30.9330524,5,-38.5938961930157,-44.7516777008759,-80.6057538708775,219.659651056909,-57.3292890873165,208.698749289068
126,AABHol,84.679711593179,88.7056225847149,94.992189,6,10.312477406821,6.28656641528509,-65.4705033682418,234.8299265546,-43.71478233773,221.12602750716
127,AABHol,93.5739802802221,97.4004665597434,59.3442206,7,-34.2297596802221,-38.0562459597434,-56.1619569379845,243.309917498429,-34.5761442500669,229.377077369554
128,AABHol,73.7697538911641,74.1085851996566,94.5424455,8,20.7726916088359,20.4338603003434,-76.4129649953017,223.95247277763,-57.8134222134385,206.030592612752
129,AABHol,74.8914010333117,74.6062175791511,110.7652002,9,35.8737991666883,36.1589826208489,-74.5065423319887,224.289344398612,-56.7259190655101,205.938354223812
130,AABHol,144.668260519057,147.326647437128,136.1314512,10,-8.536809319057,-11.195196237128,-4.60316476960983,293.939685807724,16.1116694306196,278.541625443635
131,AABHol,107.952478385603,108.025023735107,145.7214324,11,37.768954014397,37.696408664893,-40.4650411365516,256.369997907758,-22.6914308705777,238.741478340791
132,AABHol,152.752183667469,150.322468073281,183.7699121,12,31.017728432531,33.447444026719,4.03665785041599,301.467709484522,19.7901662780741,280.854769868487
133,AABHol,610.562195742446,605.989849724309,509.8507041,13,-100.711491642446,-96.139145624309,461.387033111551,759.737358373341,472.131203680899,739.848495767719
134,AABHol,157.53148372903,160.75472320033,101.1738545,14,-56.35762922903,-59.58086870033,11.1252261067928,303.937741351267,29.6188937031784,291.890552697481
135,AABHol,108.629954519967,106.29929399653,210.2566781,15,101.626723580033,103.95738410347,-37.3442512135036,254.604160253438,-24.8703708370086,237.468958830069
136,AABHol,182.849911978733,177.143769122087,138.3195986,16,-44.530313378733,-38.824170522087,36.9139426380878,328.785881319378,45.2561530727892,309.031385171384
137,AABHol,69.1402982974932,67.2560797439764,102.0652919,17,32.9249936025068,34.8092121560236,-76.1826368595199,214.463233454506,-63.4829905453328,197.995150033286
138,AABHol,85.006240195476,81.7404840150566,45.5110323,18,-39.495207895476,-36.2294517150566,-59.9216184240383,229.93409881499,-48.474241399606,211.955209429719
139,AABHol,86.7079654137829,95.8404904557209,76.1990264,19,-10.5089390137829,-19.6414640557209,-57.6779418221518,231.093872649718,-34.2947021021511,225.975683013593
140,AABHol,71.809826298512,74.4225789124872,86.2810719,20,14.471245601488,11.8584929875128,-72.123600169142,215.743252766166,-55.1780928190788,204.023250644053
141,AABHol,79.694107357481,76.2776785426353,120.4654886,21,40.771381242519,44.1878100573647,-63.9290033213375,223.317218036299,-53.0415874304944,205.596944515765
142,AABHol,139.223941539517,140.198851351541,201.4003425,22,62.176400960483,61.201491148459,-4.28815409538618,282.73603717442,11.0197739424284,269.377928760653
143,AABHol,123.143519443576,106.883759120548,76.9614038,23,-46.182115643576,-29.922355320548,-21.4500472363821,267.737086123534,-22.4141667675145,236.18168500861
144,AABHol,152.887023258265,157.077628958997,155.903481,24,3.016457741735,-1.174147958997,8.93114858743579,296.842897929094,28.257464703301,285.897793214694
145,AABOth,23.8210402919255,21.1685941780205,3.0042527,1,-20.8167875919255,-18.1643414780205,-47.1736665150304,94.8157470988814,-8.08804820820871,50.4252365642497
146,AABOth,6.58995104496259,6.64621519796804,1.9529503,2,-4.63700074496259,-4.69326489796804,-65.176289197239,78.3561912871642,-22.7486352766808,36.0410656726169
147,AABOth,9.41739704699903,6.69346183925315,12.994069,3,3.57667195300097,6.30060716074685,-61.7814726955157,80.6162667895138,-22.5127852403722,35.8997089188785
148,AABOth,10.7331514602337,11.0835582057477,29.6747902,4,18.9416387397663,18.5912319942523,-61.558775824862,83.0250787453294,-18.07490287158,40.2420192830754
149,AABOth,4.97624097836309,5.64248814985049,35.6845344,5,30.7082934216369,30.0420462501495,-66.7792282351996,76.7317101919258,-23.6787621134587,34.9637384131597
150,AABOth,11.4496331685366,10.05307157336,7.4222783,6,-4.0273548685366,-2.63079327336,-63.6497553527633,86.5490216898365,-19.7283172541718,39.8344604008917
151,AABOth,4.60834134090454,4.49972047198373,2.4584799,7,-2.14986144090454,-2.04124057198373,-69.0340416115448,78.2507242933539,-25.007755771984,34.0071967159515
152,AABOth,8.45584087658386,8.11206871795,12.1745758,8,3.71873492341614,4.06250708205,-65.1196751148686,82.0313568680363,-21.1608117069231,37.3849491428231
153,AABOth,10.1601294740579,9.90878450664812,32.7287632,9,22.5686337259421,22.8199786933519,-63.2339445630821,83.5542035111979,-19.3036142244504,39.1211832377466
154,AABOth,12.6298105001063,16.4188812188147,0,10,-12.6298105001063,-16.4188812188147,-62.7366702901666,87.9962912903792,-13.1215044675109,45.9592669051403
155,AABOth,12.3417463821138,11.2120301216295,34.6962797,11,22.3545333178862,23.4842495783705,-62.2540800311768,86.9375727954044,-18.1590003591721,40.5830606024311
156,AABOth,13.9930207845687,14.3117552090812,0,12,-13.9930207845687,-14.3117552090812,-61.0017388733407,88.9877804424781,-15.3255024306412,43.9490128488035
157,AABOth,24.1402177743524,24.1465451379648,5.3468761,13,-18.7933416743524,-18.7996690379648,-50.4237361637868,98.7041717124916,-5.30631198410735,53.5994022600369
158,AABOth,12.3454526425767,9.32980196926408,0,14,-12.3454526425767,-9.32980196926408,-61.5809544018111,86.2718596869645,-20.1544355007735,38.8140394393017
159,AABOth,11.1087434881047,8.87210183036787,5.9607323,15,-5.1480111881047,-2.91136953036787,-63.1081900506324,85.3256770268418,-20.5186510946653,38.2628547554011
160,AABOth,12.3185774109325,11.4218338328174,6.8543433,16,-5.4642341109325,-4.5674905328174,-61.1109105496986,85.7480653715636,-18.0087687466055,40.8524364122404
161,AABOth,8.57753739993148,4.03447154837174,58.2802048,17,49.7026674000685,54.2457332516283,-65.7359311813883,82.8910059812513,-25.5419597759751,33.6109028727186
162,AABOth,12.8397679827248,13.245045688412,0,18,-12.8397679827248,-13.245045688412,-59.7869443189075,85.4664802843571,-17.763748854416,44.2538402312399
163,AABOth,5.87611145203978,8.50649043847316,1.2399177,19,-4.63619375203978,-7.26657273847316,-66.4474383643745,78.1996612684541,-21.584050927717,38.5970318046633
164,AABOth,11.0917567787105,9.30488823128907,0,20,-11.0917567787105,-9.30488823128907,-60.9639591071995,83.1474726646206,-20.7200782314753,39.3298546940534
165,AABOth,13.7348208251893,9.64020372351544,0,21,-13.7348208251893,-9.64020372351544,-62.5498013633499,90.0194430137285,-20.590914300346,39.8713217473768
166,AABOth,9.62748395816187,13.1795662362693,4.387921,22,-5.23956295816187,-8.7916452362693,-64.1646191379647,83.4195870542884,-16.7915537740419,43.1506862465805
167,AABOth,11.925514258975,12.1985841453481,8.8344266,23,-3.091087658975,-3.3641575453481,-62.1091821186038,85.9602106365538,-17.8883411246357,42.2855094153319
168,AABOth,6.29906099879869,10.9815966531289,5.1572104,24,-1.14185059879869,-5.8243862531289,-69.2421529231447,81.8402749207421,-18.82559941286,40.7887927191177
169,AABVis,201.616961153288,193.379874932484,308.77475,1,107.157788846712,115.394875067516,57.9165364741428,345.317385832433,92.6621170814559,294.097632783513
170,AABVis,84.6749578463704,77.4633267879554,171.7638614,2,87.0889035536296,94.3005346120446,-59.9838640518677,229.333779744608,-24.9518528340179,179.878506409929
171,AABVis,83.8958126114772,69.981342593891,85.2099034,3,1.3140907885228,15.228560806109,-62.5531138184653,230.34473904142,-33.3635233368485,173.32620852463
172,AABVis,124.532905440919,121.921617573463,91.5856817,4,-32.947223740919,-30.335935873463,-19.1395882957138,268.205399177552,20.1437658526037,223.699469294322
173,AABVis,93.6865145188631,90.4108491964321,63.0954934,5,-30.5910211188631,-27.3153557964321,-50.1688306151299,237.541859652856,-11.1659292898813,191.987627682745
174,AABVis,98.0790425441535,91.4340583991935,135.5269415,6,37.4478989558465,44.0928831008065,-45.9745336730066,242.132618761314,-10.4876904211631,193.35580721955
175,AABVis,120.064051064692,120.500370091418,62.5384767,7,-57.525574364692,-57.961893391418,-22.9399277694831,263.068029898867,18.9990905755967,222.001649607238
176,AABVis,105.657331343062,106.327361388031,125.3462394,8,19.688908056938,19.018878011969,-37.3711247721157,248.68578745824,4.89003821632132,207.764684559741
177,AABVis,93.2545659591655,87.4565554569848,83.7124793,9,-9.54208665916551,-3.7440761569848,-49.3468417648838,235.855973683215,-13.8676209780822,188.780731892052
178,AABVis,124.647075946327,129.456311178114,95.3536108,10,-29.293465146327,-34.102700378114,-17.436867344262,266.731019236916,28.5297349315699,230.382887424659
179,AABVis,115.255150093542,112.133450578012,94.1406642,11,-21.114485893542,-17.992786378012,-26.1418174849405,256.652117672024,11.5606873145043,212.706213841519
180,AABVis,177.898451708145,176.212999874635,120.91006,12,-56.988391708145,-55.302939874635,36.658626471898,319.138276944392,75.6379250197366,276.788074729533
181,AABVis,212.590893258999,208.363137022011,187.1581407,13,-25.432752558999,-21.204996322011,71.3002666994334,353.881519818565,107.216905079272,309.509368964751
