Series,Value,actual,error,Rec
State/A,6387.09081474714,7128.2445223,741.15370755286,mint_shrink
State/A,6944.34648840299,7142.6323588,198.28587039701,mint_shrink
State/A,8508.21137475194,8088.2108262,-420.00054855194,mint_shrink
State/A,6787.17045358787,8871.9806691,2084.81021551213,mint_shrink
State/A,7661.93104289412,7166.1237555,-495.80728739412,mint_shrink
State/A,15470.3161407368,14631.3215475,-838.994593236801,mint_shrink
State/A,6225.27889323576,6602.4158349,377.13694166424,mint_shrink
State/A,7130.6525615578,7909.2801438,778.627582242199,mint_shrink
State/A,8942.53611173862,8873.8920822,-68.6440295386201,mint_shrink
State/A,6533.23197959249,7953.4057859,1420.17380630751,mint_shrink
State/A,6393.95000396634,6746.6367023,352.68669833366,mint_shrink
State/A,7876.51418975969,8050.3776211,173.86343134031,mint_shrink
State/A,6780.61319728902,7227.6125815,446.99938421098,mint_shrink
State/A,7273.66630167858,6778.3632259,-495.30307577858,mint_shrink
State/A,8740.02877123095,8592.9982496,-147.03052163095,mint_shrink
State/A,7303.52800878115,8663.2409599,1359.71295111885,mint_shrink
State/A,8008.17313553063,7953.6598992,-54.5132363306302,mint_shrink
State/B,10440.3437826991,9989.1350513,-451.2087313991,mint_shrink
State/B,4059.72806484894,4686.3654697,626.63740485106,mint_shrink
State/B,4972.59604737636,5659.9524404,687.356393023641,mint_shrink
State/B,5529.13582097684,5483.7004701,-45.4353508768399,mint_shrink
State/B,4206.30824885936,4732.8356349,526.52738604064,mint_shrink
State/B,4184.45807606246,3826.3374278,-358.12064826246,mint_shrink
State/B,4560.06888383213,4512.8094673,-47.2594165321307,mint_shrink
State/B,3994.50155632079,4147.0143704,152.51281407921,mint_shrink
State/B,4143.79692115326,4342.7278418,198.93092064674,mint_shrink
State/B,4808.86706353451,5142.3432346,333.47617106549,mint_shrink
State/B,4905.79250711974,5038.0769148,132.28440768026,mint_shrink
State/B,4839.38874330997,5340.1512778,500.76253449003,mint_shrink
State/B,10713.572478282,11201.0335238,487.461045518001,mint_shrink
State/B,4449.63058913114,4689.6643082,240.03371906886,mint_shrink
State/B,5273.54830986485,5457.5222181,183.97390823515,mint_shrink
State/B,5718.55685474878,5291.015661,-427.54119374878,mint_shrink
State/B,4504.37686111831,4268.2661598,-236.11070131831,mint_shrink
State/B,4263.29979060028,4103.019168,-160.28062260028,mint_shrink
State/B,4801.0798528426,4904.5258784,103.446025557399,mint_shrink
State/B,4259.2378917756,4000.4224054,-258.815486375599,mint_shrink
State/B,4348.35393825245,4132.1689651,-216.18497315245,mint_shrink
State/B,4996.11623170729,5719.2979131,723.18168139271,mint_shrink
State/B,5128.33307236293,5165.4031717,37.0700993370701,mint_shrink
State/B,5114.02897111768,5000.4835365,-113.54543461768,mint_shrink
State/C,9688.64887802043,8928.5426206,-760.106257420432,mint_shrink
State/C,4280.80572001134,4187.357323,-93.4483970113397,mint_shrink
State/C,4499.95658066051,5186.0802165,686.12363583949,mint_shrink
State/C,6054.68185809181,6353.8907684,299.20891030819,mint_shrink
State/C,5040.55561973802,6314.3443679,1273.78874816198,mint_shrink
State/C,5469.45651920589,5692.2344142,222.77789499411,mint_shrink
State/C,7088.06930213349,8196.3784812,1108.30917906651,mint_shrink
State/C,6964.0038338015,6666.9769419,-297.0268919015,mint_shrink
State/C,7463.13427230651,7646.4752582,183.34098589349,mint_shrink
State/C,7384.3809117227,6636.8081183,-747.5727934227,mint_shrink
State/C,5719.4246799342,5937.752456,218.3277760658,mint_shrink
State/C,5553.01756775876,5621.3234981,68.3059303412392,mint_shrink
State/C,9727.42629573023,8495.71802,-1231.70827573023,mint_shrink
State/C,4336.29806692557,5777.16748,1440.86941307443,mint_shrink
State/C,4764.32891248315,5094.084892,329.75597951685,mint_shrink
State/C,6209.37806872986,6210.7587273,1.38065857013953,mint_shrink
State/C,5270.86479896338,5854.6103928,583.74559383662,mint_shrink
State/C,5590.41561543763,5319.1437064,-271.271909037629,mint_shrink
State/C,7147.99513975143,7996.6450509,848.64991114857,mint_shrink
State/C,7200.67296813452,7536.9393457,336.26637756548,mint_shrink
State/C,7542.92079838246,7123.1128016,-419.80799678246,mint_shrink
State/C,7442.67563797339,8759.1917809,1316.51614292661,mint_shrink
State/C,6035.82399219606,6804.359328,768.535335803939,mint_shrink
State/C,5893.0595620805,6049.188583,156.1290209195,mint_shrink
State/D,3065.16554944155,3705.1839694,640.01841995845,mint_shrink
State/D,1321.3964998496,1234.6253699,-86.7711299496002,mint_shrink
State/D,1495.34291470815,1873.2928797,377.94996499185,mint_shrink
State/D,1947.11468986252,1688.699857,-258.41483286252,mint_shrink
State/D,1450.26575676084,1503.7733522,53.50759543916,mint_shrink
State/D,1259.50279735441,1172.2521193,-87.25067805441,mint_shrink
State/D,1553.24281240993,1248.3396235,-304.90318890993,mint_shrink
State/D,1184.06139229934,1299.440434,115.37904170066,mint_shrink
State/D,1339.50424899835,1278.9334028,-60.57084619835,mint_shrink
State/D,1828.41625775713,2130.8461542,302.42989644287,mint_shrink
State/D,1450.63276809331,1513.4345015,62.8017334066899,mint_shrink
State/D,1535.0893514998,1871.7627925,336.6734410002,mint_shrink
State/D,3138.56991124593,3050.2300279,-88.3398833459301,mint_shrink
State/D,1345.63425686314,1800.6898847,455.05562783686,mint_shrink
State/D,1592.95224401781,1943.7331954,350.78095138219,mint_shrink
State/D,1970.01946953021,1901.6704885,-68.3489810302101,mint_shrink
State/D,1504.44354684341,1881.462572,377.01902515659,mint_shrink
State/D,1329.81419890838,1314.5928685,-15.22133040838,mint_shrink
State/D,1654.25036982835,2034.7555531,380.50518327165,mint_shrink
State/D,1346.03556876983,1230.3217001,-115.71386866983,mint_shrink
State/D,1451.9707750399,1632.7321532,180.7613781601,mint_shrink
State/D,1941.51322032776,1900.4764874,-41.0367329277601,mint_shrink
State/D,1586.92820435619,1543.2994348,-43.62876955619,mint_shrink
State/D,1621.40711394485,1378.4180475,-242.98906644485,mint_shrink
State/E,4002.56878194281,4366.0297666,363.46098465719,mint_shrink
State/E,2107.01860057638,2734.3132099,627.29460932362,mint_shrink
State/E,2635.23254166787,3177.8650323,542.63249063213,mint_shrink
State/E,3225.52961753929,3902.6373625,677.10774496071,mint_shrink
State/E,2520.46785140441,2692.6588051,172.19095369559,mint_shrink
State/E,2808.34449908691,2669.5490914,-138.79540768691,mint_shrink
State/E,2977.80919065818,3098.3331705,120.52397984182,mint_shrink
State/E,2696.26520768453,3471.1198611,774.85465341547,mint_shrink
State/E,3145.94671277055,3536.3847848,390.43807202945,mint_shrink
State/E,3463.43927082748,3495.8638468,32.42457597252,mint_shrink
State/E,2710.71736221102,3702.7349328,992.01757058898,mint_shrink
State/E,3044.91589274414,3662.9183909,618.00249815586,mint_shrink
State/E,4553.4536442504,6153.8009327,1600.3472884496,mint_shrink
State/E,2868.84735563559,2634.3917703,-234.45558533559,mint_shrink
State/E,3037.89446359056,3111.7161561,73.8216925094398,mint_shrink
State/E,3534.95125225505,4025.360628,490.40937574495,mint_shrink
State/E,2903.48992580228,3210.7827339,307.29280809772,mint_shrink
State/E,3164.22298217442,3178.2638148,14.0408326255802,mint_shrink
State/E,3463.8007196192,3709.6048897,245.8041700808,mint_shrink
State/E,3302.36682574067,2868.5051566,-433.86166914067,mint_shrink
State/E,3364.36932319746,3327.0647699,-37.3045532974597,mint_shrink
State/E,3676.77799188882,3704.6519861,27.8739942111802,mint_shrink
State/E,3114.50511224452,3698.431886,583.92677375548,mint_shrink
State/E,3334.22760321494,2844.8202735,-489.40732971494,mint_shrink
State/F,1599.95448859895,2343.6643854,743.70989680105,mint_shrink
State/F,870.857257912642,924.0577022,53.200444287358,mint_shrink
State/F,941.823793433592,926.554341,-15.2694524335919,mint_shrink
State/F,825.016023766589,771.3497865,-53.666237266589,mint_shrink
State/F,578.658956129811,723.2742701,144.615313970189,mint_shrink
State/F,545.525311479012,599.3017198,53.776408320988,mint_shrink
State/F,521.516073746038,615.5409472,94.024873453962,mint_shrink
State/F,401.322983220928,433.9255811,32.602597879072,mint_shrink
State/F,475.790798726594,496.3697982,20.578999473406,mint_shrink
State/F,614.649203217585,846.9560533,232.306850082415,mint_shrink
State/F,686.93956558048,1008.9865574,322.04699181952,mint_shrink
State/F,675.740015934995,903.1237441,227.383728165005,mint_shrink
State/F,1698.61348733527,1484.9254222,-213.68806513527,mint_shrink
State/F,857.481184721639,1233.2443885,375.763203778361,mint_shrink
State/F,989.40367912409,1026.5186353,37.1149561759099,mint_shrink
State/F,869.006784289741,813.3269864,-55.6797978897409,mint_shrink
State/F,624.963691316347,754.3838139,129.420122583653,mint_shrink
State/F,605.544541122176,587.5796872,-17.9648539221761,mint_shrink
State/F,536.741573439264,576.5367727,39.795199260736,mint_shrink
State/F,438.176074668016,355.5157126,-82.660362068016,mint_shrink
State/F,506.242823439197,525.3029738,19.060150360803,mint_shrink
State/F,674.942111438723,895.1803819,220.238270461277,mint_shrink
State/F,748.204843875848,852.3135626,104.108718724152,mint_shrink
State/F,728.172373517994,876.3519284,148.179554882006,mint_shrink
State/G,277.44084229434,272.2844125,-5.15642979434,mint_shrink
State/G,184.843556996839,256.3546634,71.511106403161,mint_shrink
State/G,256.761814452329,411.0762331,154.314418647671,mint_shrink
State/G,373.031805591821,719.8928672,346.861061608179,mint_shrink
State/G,492.127321019668,421.5626016,-70.564719419668,mint_shrink
State/G,589.930049951527,1192.163127,602.233077048473,mint_shrink
State/G,883.238448631162,1405.1081989,521.869750268838,mint_shrink
State/G,883.326579347772,855.8250669,-27.501512447772,mint_shrink
State/G,621.126789734909,459.1374653,-161.989324434909,mint_shrink
State/G,579.567566051347,843.0337865,263.466220448653,mint_shrink
State/G,448.600210747983,490.1765704,41.576359652017,mint_shrink
State/G,304.040568089941,416.6209907,112.580422610059,mint_shrink
State/G,354.472222306108,608.4583232,253.986100893892,mint_shrink
State/G,279.700448985337,490.3546422,210.654193214663,mint_shrink
State/G,398.696632904113,613.693592,214.996959095887,mint_shrink
State/G,488.332300513374,465.69675,-22.635550513374,mint_shrink
State/G,569.009134516358,566.3104436,-2.69869091635803,mint_shrink
State/G,716.594232631853,523.7540981,-192.840134531853,mint_shrink
State/G,936.838457839508,1188.1289887,251.290530860492,mint_shrink
State/G,904.961212647473,881.1297299,-23.8314827474729,mint_shrink
State/G,680.315864436154,1281.2888693,600.973004863846,mint_shrink
State/G,699.222601427196,467.3101863,-231.912415127196,mint_shrink
State/G,507.235997577434,593.8705649,86.634567322566,mint_shrink
State/G,380.633895492338,501.3885057,120.754610207662,mint_shrink
Zone/AA,3845.36858959497,4223.6032856,378.23469600503,mint_shrink
Zone/AA,1876.64241867643,2024.1595989,147.51718022357,mint_shrink
Zone/AA,2078.25853367378,2449.512655,371.25412132622,mint_shrink
Zone/AA,2386.16761070674,2326.2519516,-59.9156591067399,mint_shrink
Zone/AA,1957.72240567542,2552.1104841,594.38807842458,mint_shrink
Zone/AA,2057.89200708316,2105.5942197,47.7022126168399,mint_shrink
Zone/AA,2365.73149007459,1873.2246338,-492.50685627459,mint_shrink
Zone/AA,1904.99063191849,1977.8623099,72.8716779815099,mint_shrink
Zone/AA,2117.15711447888,2401.9695009,284.81238642112,mint_shrink
Zone/AA,2564.27205065241,2335.3784916,-228.89355905241,mint_shrink
Zone/AA,2185.39668536072,2481.7500065,296.35332113928,mint_shrink
Zone/AA,2450.70953263396,2107.3938028,-343.31572983396,mint_shrink
Zone/AA,3894.33889770399,3507.91399,-386.42490770399,mint_shrink
Zone/AA,1888.70111030125,1892.0555154,3.35440509875002,mint_shrink
Zone/AA,2187.59892625448,1928.8218586,-258.77706765448,mint_shrink
Zone/AA,2356.98662924195,2313.2637624,-43.7228668419502,mint_shrink
Zone/AA,2036.20236495103,2401.8261608,365.62379584897,mint_shrink
Zone/AA,2043.17159801903,2060.9407538,17.7691557809701,mint_shrink
Zone/AA,2367.01296196255,2150.6406923,-216.37226966255,mint_shrink
Zone/AA,2017.26901708367,2305.6495112,288.38049411633,mint_shrink
Zone/AA,2229.26284536478,2061.2466126,-168.01623276478,mint_shrink
Zone/AA,2572.79029028505,2267.1747837,-305.61550658505,mint_shrink
Zone/AA,2229.31966334303,2786.2801163,556.96045295697,mint_shrink
Zone/AA,2494.81742902146,2676.4595484,181.64211937854,mint_shrink
Zone/AB,4910.87770003105,4030.390183,-880.48751703105,mint_shrink
Zone/AB,1638.21310785441,1681.8749873,43.6618794455899,mint_shrink
Zone/AB,1839.12515418225,2124.5050628,285.37990861775,mint_shrink
Zone/AB,2402.79937235045,2620.4024623,217.60308994955,mint_shrink
Zone/AB,1599.00315629506,2026.6640409,427.66088460494,mint_shrink
Zone/AB,1476.38304295495,1300.5248998,-175.85814315495,mint_shrink
Zone/AB,1876.43439792045,1731.5844681,-144.84992982045,mint_shrink
Zone/AB,1683.67640633509,1841.1238419,157.44743556491,mint_shrink
Zone/AB,1834.26477296065,1839.4188881,5.1541151393501,mint_shrink
Zone/AB,2275.36401416639,2058.1140758,-217.24993836639,mint_shrink
Zone/AB,1923.4362507113,2614.2873857,690.8511349887,mint_shrink
Zone/AB,2093.94832712844,2084.6943991,-9.25392802843999,mint_shrink
Zone/AB,4990.76667170256,5358.0492069,367.28253519744,mint_shrink
Zone/AB,1773.29648929033,1989.568099,216.27160970967,mint_shrink
Zone/AB,1964.17393740519,2519.7854922,555.61155479481,mint_shrink
Zone/AB,2540.21951900201,2776.4142436,236.19472459799,mint_shrink
Zone/AB,1709.48471279857,2087.6296599,378.14494710143,mint_shrink
Zone/AB,1626.32737895692,1750.7545206,124.42714164308,mint_shrink
Zone/AB,2022.58859142045,2172.8720493,150.28345787955,mint_shrink
Zone/AB,1823.9278663583,1872.23814,48.3102736417,mint_shrink
Zone/AB,1953.15316964446,1834.6820098,-118.47115984446,mint_shrink
Zone/AB,2373.78903761357,2654.2334854,280.44444778643,mint_shrink
Zone/AB,2089.15092126914,2537.1034158,447.95249453086,mint_shrink
Zone/AB,2255.86087423668,2079.6578186,-176.20305563668,mint_shrink
Zone/AC,3148.14827368728,2765.8829049,-382.26536878728,mint_shrink
Zone/AC,795.850104182574,800.6792133,4.82910911742601,mint_shrink
Zone/AC,888.22902219499,1235.9412265,347.71220430501,mint_shrink
Zone/AC,1208.84993365142,1116.0716574,-92.77827625142,mint_shrink
Zone/AC,650.921743086542,869.0912121,218.169469013458,mint_shrink
Zone/AC,549.060132441649,769.6708957,220.610763258351,mint_shrink
Zone/AC,700.432213718187,529.5716597,-170.860554018187,mint_shrink
Zone/AC,544.336444325569,840.7129406,296.376496274431,mint_shrink
Zone/AC,587.722603047339,713.7146559,125.992052852661,mint_shrink
Zone/AC,934.31825080077,722.4996773,-211.81857350077,mint_shrink
Zone/AC,704.344362910206,1004.3670848,300.022721889794,mint_shrink
Zone/AC,931.920437863723,829.2701471,-102.650290763723,mint_shrink
Zone/AC,3157.72953793789,2816.0075378,-341.72200013789,mint_shrink
Zone/AC,817.248058459948,901.0228138,83.774755340052,mint_shrink
Zone/AC,903.311052781326,1059.3400163,156.028963518674,mint_shrink
Zone/AC,1210.13464599568,931.5082899,-278.62635609568,mint_shrink
Zone/AC,697.148574939914,616.5197945,-80.6287804399141,mint_shrink
Zone/AC,600.373663525793,768.4385378,168.064874274207,mint_shrink
Zone/AC,695.52275794654,714.6411507,19.1183927534601,mint_shrink
Zone/AC,582.319128239424,462.3843129,-119.934815339424,mint_shrink
Zone/AC,603.387880056611,463.145443,-140.242437056611,mint_shrink
Zone/AC,927.314013819599,907.2884911,-20.0255227195991,mint_shrink
Zone/AC,731.199240660761,986.2338766,255.034635939239,mint_shrink
Zone/AC,966.824542159577,759.9514254,-206.873116759577,mint_shrink
Zone/AD,1281.47034328553,1258.651811,-22.81853228553,mint_shrink
Zone/AD,571.961199464139,510.39577,-61.565429464139,mint_shrink
Zone/AD,672.520986635456,639.3977855,-33.1232011354559,mint_shrink
Zone/AD,1012.30120219127,785.4752687,-226.82593349127,mint_shrink
Zone/AD,633.876430766083,610.1656893,-23.7107414660829,mint_shrink
Zone/AD,664.048790485316,760.2816743,96.232883814684,mint_shrink
Zone/AD,1037.76643642666,1117.9619644,80.19552797334,mint_shrink
Zone/AD,916.707835010363,1044.4165473,127.708712289637,mint_shrink
Zone/AD,959.605972196642,873.5416627,-86.0643094966421,mint_shrink
Zone/AD,839.330887456446,878.6531344,39.322246943554,mint_shrink
Zone/AD,740.272414875499,862.0478719,121.775457024501,mint_shrink
Zone/AD,826.059116464304,838.6748598,12.615743335696,mint_shrink
Zone/AD,1306.41093958118,1210.4949653,-95.9159742811798,mint_shrink
Zone/AD,586.015183210837,631.9088817,45.8936984891631,mint_shrink
Zone/AD,698.501349136433,873.3337247,174.832375563567,mint_shrink
Zone/AD,1046.89343837683,932.4553293,-114.43810907683,mint_shrink
Zone/AD,674.889199114002,1011.5088447,336.619645585998,mint_shrink
Zone/AD,717.263072599487,696.4168107,-20.846261899487,mint_shrink
Zone/AD,1083.76836067256,1066.5004576,-17.2679030725601,mint_shrink
Zone/AD,947.175449741928,1031.3385356,84.1630858580719,mint_shrink
Zone/AD,965.413261619617,1102.9338337,137.520572080383,mint_shrink
Zone/AD,900.372034149283,914.8604554,14.488421250717,mint_shrink
Zone/AD,797.893722828356,954.5932993,156.699576471644,mint_shrink
Zone/AD,870.046554610759,720.4401444,-149.606410210759,mint_shrink
Zone/AE,1467.81046082368,1292.7947466,-175.01571422368,mint_shrink
Zone/AE,690.721356664603,556.2442231,-134.477133564603,mint_shrink
Zone/AE,829.028583231791,837.7967223,8.76813906820905,mint_shrink
Zone/AE,1173.71343054569,1433.0766852,259.36325465431,mint_shrink
Zone/AE,864.896810461074,980.8475592,115.950748738926,mint_shrink
Zone/AE,904.090378356887,958.2917263,54.2013479431131,mint_shrink
Zone/AE,1081.77706798179,1015.1106488,-66.6664191817899,mint_shrink
Zone/AE,895.968682530091,976.8880911,80.919408569909,mint_shrink
Zone/AE,967.562406849276,755.1494287,-212.412978149276,mint_shrink
Zone/AE,1266.18855004435,1518.397811,252.20926095565,mint_shrink
Zone/AE,799.452932609284,1433.4376649,633.984732290716,mint_shrink
Zone/AE,870.236133073232,760.0565663,-110.179566773232,mint_shrink
Zone/AE,1495.4434080592,1100.6643246,-394.7790834592,mint_shrink
Zone/AE,733.360239857482,647.1998036,-86.1604362574821,mint_shrink
Zone/AE,853.853144820778,1064.5693083,210.716163479222,mint_shrink
Zone/AE,1209.15065051491,1387.4183802,178.26772968509,mint_shrink
Zone/AE,914.968471081175,1305.9031302,390.934659118825,mint_shrink
Zone/AE,940.549173199604,1140.548162,199.998988800396,mint_shrink
Zone/AE,1117.9158154177,1393.4417764,275.5259609823,mint_shrink
Zone/AE,966.257420799261,1101.2729778,135.015557000739,mint_shrink
Zone/AE,1027.13475276432,879.0715996,-148.06315316432,mint_shrink
Zone/AE,1334.39947572431,1202.3471972,-132.05227852431,mint_shrink
Zone/AE,962.40358456543,814.9252264,-147.47835816543,mint_shrink
Zone/AE,916.006995853727,1188.1384962,272.131500346273,mint_shrink
Zone/AF,601.708272440198,896.5761076,294.867835159802,mint_shrink
Zone/AF,434.919350239242,334.3218378,-100.597512439242,mint_shrink
Zone/AF,500.80028906243,465.1734215,-35.62686756243,mint_shrink
Zone/AF,540.455616311941,390.9631736,-149.492442711941,mint_shrink
Zone/AF,475.085891658431,421.4831031,-53.602788558431,mint_shrink
Zone/AF,443.154257624961,414.068649,-29.085608624961,mint_shrink
Zone/AF,553.010869227614,693.7140969,140.703227672386,mint_shrink
Zone/AF,441.410814627553,447.2407915,5.82997687244699,mint_shrink
Zone/AF,478.033618870216,558.8382225,80.804603629784,mint_shrink
Zone/AF,628.737621631575,575.1676361,-53.5699855315751,mint_shrink
Zone/AF,434.267807120869,476.0906553,41.822848179131,mint_shrink
Zone/AF,489.057495730461,546.0339804,56.976484669539,mint_shrink
Zone/AF,625.626685751949,638.1915229,12.564837148051,mint_shrink
Zone/AF,426.657812115913,540.6607214,114.002909284087,mint_shrink
Zone/AF,523.214151159586,463.4297437,-59.784407459586,mint_shrink
Zone/AF,579.151228607262,532.8320768,-46.3191518072621,mint_shrink
Zone/AF,500.5386567078,530.0181958,29.4795390922,mint_shrink
Zone/AF,466.265117665508,329.5379174,-136.727200265508,mint_shrink
Zone/AF,589.705702339897,552.2814948,-37.424207539897,mint_shrink
Zone/AF,443.664315066432,454.729104,11.064788933568,mint_shrink
Zone/AF,495.314392228783,437.2837272,-58.030665028783,mint_shrink
Zone/AF,631.363919639126,647.0938368,15.7299171608739,mint_shrink
Zone/AF,493.56087611442,584.1050255,90.54414938558,mint_shrink
Zone/AF,504.616739648426,529.0124662,24.3957265515739,mint_shrink
Zone/BA,4626.54963371601,4633.4682803,6.91864658398936,mint_shrink
Zone/BA,2106.72606417389,2221.0395252,114.31346102611,mint_shrink
Zone/BA,2299.13426453398,2854.2547753,555.12051076602,mint_shrink
Zone/BA,2455.39043366521,2421.8691646,-33.5212690652097,mint_shrink
Zone/BA,2126.78254488392,2366.4548643,239.67231941608,mint_shrink
Zone/BA,2175.20528522195,1848.9880238,-326.21726142195,mint_shrink
Zone/BA,2327.20033842087,2136.7193454,-190.48099302087,mint_shrink
Zone/BA,2037.37822144282,2291.7862688,254.40804735718,mint_shrink
Zone/BA,2037.80797824597,2108.7912474,70.98326915403,mint_shrink
Zone/BA,2421.55432526934,2703.3035878,281.74926253066,mint_shrink
Zone/BA,2474.23446500833,2352.5711398,-121.66332520833,mint_shrink
Zone/BA,2403.81631167852,2659.1528846,255.33657292148,mint_shrink
Zone/BA,4787.94818243831,5354.4372849,566.48910246169,mint_shrink
Zone/BA,2335.18045618007,2427.5575805,92.3771243199299,mint_shrink
Zone/BA,2506.190903554,2181.3530439,-324.837859654,mint_shrink
Zone/BA,2493.43393076823,2662.068768,168.63483723177,mint_shrink
Zone/BA,2289.11736502842,2144.8462224,-144.27114262842,mint_shrink
Zone/BA,2197.18823813632,2343.1765798,145.98834166368,mint_shrink
Zone/BA,2478.71810775606,2655.237134,176.51902624394,mint_shrink
Zone/BA,2245.04386156255,2111.7853496,-133.25851196255,mint_shrink
Zone/BA,2157.68533489688,2132.0563681,-25.6289667968799,mint_shrink
Zone/BA,2556.11291576893,2832.7065991,276.59368333107,mint_shrink
Zone/BA,2600.39164949797,2554.1569474,-46.2347020979701,mint_shrink
Zone/BA,2576.13415431093,2568.5846582,-7.54949611093025,mint_shrink
Zone/BB,1489.75966404471,1445.9058679,-43.85379614471,mint_shrink
Zone/BB,422.805967548267,916.6980819,493.892114351733,mint_shrink
Zone/BB,599.287011110348,605.639157,6.35214588965198,mint_shrink
Zone/BB,567.673298172559,523.8046892,-43.8686089725591,mint_shrink
Zone/BB,374.08670469545,294.6754596,-79.41124509545,mint_shrink
Zone/BB,332.153728830785,274.2621985,-57.891530330785,mint_shrink
Zone/BB,348.592435299995,256.2374954,-92.354939899995,mint_shrink
Zone/BB,265.34931325654,316.017072,50.66775874346,mint_shrink
Zone/BB,356.09624867623,237.1384055,-118.95784317623,mint_shrink
Zone/BB,402.375500163427,398.0122036,-4.36329656342696,mint_shrink
Zone/BB,407.028544335645,475.1042864,68.075742064355,mint_shrink
Zone/BB,478.669040131756,645.4208704,166.751830268244,mint_shrink
Zone/BB,1551.35323168098,1343.8020358,-207.55119588098,mint_shrink
Zone/BB,479.480444610044,477.0414335,-2.43901111004402,mint_shrink
Zone/BB,568.333498513671,668.523857,100.190358486329,mint_shrink
Zone/BB,592.289141428377,346.0235124,-246.265629028377,mint_shrink
Zone/BB,370.583364134267,269.4326485,-101.150715634267,mint_shrink
Zone/BB,335.416515538218,296.9736912,-38.442824338218,mint_shrink
Zone/BB,350.507545125207,340.0291614,-10.478383725207,mint_shrink
Zone/BB,283.928337675973,356.009526,72.081188324027,mint_shrink
Zone/BB,362.861384048377,242.7156639,-120.145720148377,mint_shrink
Zone/BB,416.238441481311,357.918411,-58.320030481311,mint_shrink
Zone/BB,416.642935430264,459.2816926,42.638757169736,mint_shrink
Zone/BB,494.768086415729,530.4170797,35.6489932842711,mint_shrink
Zone/BC,1757.67706835675,1554.364421,-203.31264735675,mint_shrink
Zone/BC,518.111639610176,561.3182241,43.206584489824,mint_shrink
Zone/BC,629.754747369623,692.4103226,62.6555752303769,mint_shrink
Zone/BC,704.896135181523,763.9630874,59.0669522184769,mint_shrink
Zone/BC,415.745933276989,616.0154175,200.269484223011,mint_shrink
Zone/BC,417.003328278015,449.1776794,32.174351121985,mint_shrink
Zone/BC,444.66675563948,400.9749719,-43.69178373948,mint_shrink
Zone/BC,341.563001488186,392.113338,50.550336511814,mint_shrink
Zone/BC,424.702055044221,327.2190828,-97.482972244221,mint_shrink
Zone/BC,534.914923431061,614.0221811,79.107257668939,mint_shrink
Zone/BC,563.262061887346,638.8047592,75.542697312654,mint_shrink
Zone/BC,548.335161734414,576.0730749,27.7379131655861,mint_shrink
Zone/BC,1780.64539333517,1888.8476594,108.20226606483,mint_shrink
Zone/BC,553.720961940923,470.7832522,-82.937709740923,mint_shrink
Zone/BC,670.985214979729,831.6296946,160.644479620271,mint_shrink
Zone/BC,739.156958031873,435.6706218,-303.486336231873,mint_shrink
Zone/BC,436.294002759166,434.6784776,-1.615525159166,mint_shrink
Zone/BC,416.983631010035,377.6360949,-39.347536110035,mint_shrink
Zone/BC,437.83237908385,337.908931,-99.92344808385,mint_shrink
Zone/BC,334.498755575543,280.5752975,-53.923458075543,mint_shrink
Zone/BC,430.750273918418,342.1122241,-88.638049818418,mint_shrink
Zone/BC,526.057002366595,706.9756784,180.918676033405,mint_shrink
Zone/BC,562.035306916507,510.4006502,-51.634656716507,mint_shrink
