Series,Value,actual,error,Rec
State/F,820.120457488856,924.0577022,103.937244711144,mint_shrink
State/F,944.710336822453,926.554341,-18.155995822453,mint_shrink
State/F,823.976096315427,771.3497865,-52.6263098154269,mint_shrink
State/F,585.267249607861,723.2742701,138.007020492139,mint_shrink
State/F,514.237010436332,599.3017198,85.0647093636681,mint_shrink
State/F,501.877613260955,615.5409472,113.663333939045,mint_shrink
State/F,374.489171268217,433.9255811,59.436409831783,mint_shrink
State/F,445.598898356387,496.3697982,50.770899843613,mint_shrink
State/F,602.909086049272,846.9560533,244.046967250728,mint_shrink
State/F,643.911636278676,1008.9865574,365.074921121324,mint_shrink
State/F,601.125247756717,903.1237441,301.998496343283,mint_shrink
State/F,1582.04720463354,1484.9254222,-97.1217824335401,mint_shrink
State/F,800.821650161288,1233.2443885,432.422738338712,mint_shrink
State/F,893.939467964646,1026.5186353,132.579167335354,mint_shrink
State/F,794.210299473615,813.3269864,19.116686926385,mint_shrink
State/F,543.152927764666,754.3838139,211.230886135334,mint_shrink
State/F,493.909629903204,587.5796872,93.670057296796,mint_shrink
State/F,460.370199860307,576.5367727,116.166572839693,mint_shrink
State/F,332.250153978663,355.5157126,23.265558621337,mint_shrink
State/F,413.316920253793,525.3029738,111.986053546207,mint_shrink
State/F,566.843054182825,895.1803819,328.337327717175,mint_shrink
State/F,600.171643460077,852.3135626,252.141919139923,mint_shrink
State/F,570.341529340418,876.3519284,306.010399059582,mint_shrink
State/G,317.062522076183,272.2844125,-44.778109576183,mint_shrink
State/G,193.356274193642,256.3546634,62.998389206358,mint_shrink
State/G,300.850323822743,411.0762331,110.225909277257,mint_shrink
State/G,404.291249329882,719.8928672,315.601617870118,mint_shrink
State/G,492.315438500303,421.5626016,-70.752836900303,mint_shrink
State/G,588.598857550949,1192.163127,603.564269449051,mint_shrink
State/G,868.915999990615,1405.1081989,536.192198909385,mint_shrink
State/G,821.979912206118,855.8250669,33.845154693882,mint_shrink
State/G,580.197176603444,459.1374653,-121.059711303444,mint_shrink
State/G,550.272864407708,843.0337865,292.760922092292,mint_shrink
State/G,403.048467164818,490.1765704,87.128103235182,mint_shrink
State/G,231.484716633765,416.6209907,185.136274066235,mint_shrink
State/G,276.86930995513,608.4583232,331.58901324487,mint_shrink
State/G,187.373889923437,490.3546422,302.980752276563,mint_shrink
State/G,270.900874936375,613.693592,342.792717063625,mint_shrink
State/G,359.6916827431,465.69675,106.0050672569,mint_shrink
State/G,459.072607330246,566.3104436,107.237836269754,mint_shrink
State/G,570.783356556141,523.7540981,-47.0292584561411,mint_shrink
State/G,824.871599249917,1188.1289887,363.257389450083,mint_shrink
State/G,797.859164401254,881.1297299,83.270565498746,mint_shrink
State/G,564.368465422649,1281.2888693,716.920403877351,mint_shrink
State/G,516.719361426429,467.3101863,-49.409175126429,mint_shrink
State/G,365.63671708337,593.8705649,228.23384781663,mint_shrink
State/G,214.272717071978,501.3885057,287.115788628022,mint_shrink
Zone/AA,3886.20456935353,4223.6032856,337.39871624647,mint_shrink
Zone/AA,1868.09328832067,2024.1595989,156.06631057933,mint_shrink
Zone/AA,2071.34177244264,2449.512655,378.17088255736,mint_shrink
Zone/AA,2319.03454867924,2326.2519516,7.21740292076038,mint_shrink
Zone/AA,1933.49806348887,2552.1104841,618.61242061113,mint_shrink
Zone/AA,1906.41064161907,2105.5942197,199.18357808093,mint_shrink
Zone/AA,2273.44623192324,1873.2246338,-400.22159812324,mint_shrink
Zone/AA,1914.92877196912,1977.8623099,62.93353793088,mint_shrink
Zone/AA,2073.60754012161,2401.9695009,328.36196077839,mint_shrink
Zone/AA,2492.36189663586,2335.3784916,-156.98340503586,mint_shrink
Zone/AA,2166.83235018029,2481.7500065,314.91765631971,mint_shrink
Zone/AA,2332.9257641023,2107.3938028,-225.5319613023,mint_shrink
Zone/AA,3864.63923827441,3507.91399,-356.72524827441,mint_shrink
Zone/AA,1909.08780679877,1892.0555154,-17.03229139877,mint_shrink
Zone/AA,2116.65837377701,1928.8218586,-187.83651517701,mint_shrink
Zone/AA,2366.79022073178,2313.2637624,-53.5264583317803,mint_shrink
Zone/AA,1970.3104500176,2401.8261608,431.5157107824,mint_shrink
Zone/AA,1966.7294416719,2060.9407538,94.2113121281,mint_shrink
Zone/AA,2331.69608833282,2150.6406923,-181.05539603282,mint_shrink
Zone/AA,1983.12095440717,2305.6495112,322.52855679283,mint_shrink
Zone/AA,2145.29507991321,2061.2466126,-84.0484673132101,mint_shrink
Zone/AA,2555.25793002817,2267.1747837,-288.08314632817,mint_shrink
Zone/AA,2212.74789294314,2786.2801163,573.53222335686,mint_shrink
Zone/AA,2415.00836925814,2676.4595484,261.45117914186,mint_shrink
Zone/AB,4905.51019082339,4030.390183,-875.12000782339,mint_shrink
Zone/AB,1705.46629401368,1681.8749873,-23.5913067136801,mint_shrink
Zone/AB,1896.08244080858,2124.5050628,228.42262199142,mint_shrink
Zone/AB,2462.55460123874,2620.4024623,157.84786106126,mint_shrink
Zone/AB,1626.15778532514,2026.6640409,400.50625557486,mint_shrink
Zone/AB,1484.10186240156,1300.5248998,-183.57696260156,mint_shrink
Zone/AB,1907.6974305952,1731.5844681,-176.1129624952,mint_shrink
Zone/AB,1703.45806048694,1841.1238419,137.66578141306,mint_shrink
Zone/AB,1853.33100378543,1839.4188881,-13.9121156854301,mint_shrink
Zone/AB,2302.22877918889,2058.1140758,-244.11470338889,mint_shrink
Zone/AB,1976.09217867813,2614.2873857,638.19520702187,mint_shrink
Zone/AB,2090.41677327464,2084.6943991,-5.72237417464021,mint_shrink
Zone/AB,5006.93348304247,5358.0492069,351.115723857531,mint_shrink
Zone/AB,1736.75442090118,1989.568099,252.81367809882,mint_shrink
Zone/AB,1906.88830903173,2519.7854922,612.89718316827,mint_shrink
Zone/AB,2468.78897832504,2776.4142436,307.62526527496,mint_shrink
Zone/AB,1637.52767893546,2087.6296599,450.10198096454,mint_shrink
Zone/AB,1521.8491437821,1750.7545206,228.9053768179,mint_shrink
Zone/AB,1934.56228546586,2172.8720493,238.30976383414,mint_shrink
Zone/AB,1725.26649337082,1872.23814,146.97164662918,mint_shrink
Zone/AB,1874.11846733315,1834.6820098,-39.4364575331499,mint_shrink
Zone/AB,2299.12470568437,2654.2334854,355.10877971563,mint_shrink
Zone/AB,1930.68488599192,2537.1034158,606.41852980808,mint_shrink
Zone/AB,2096.08794438185,2079.6578186,-16.4301257818497,mint_shrink
Zone/AC,3140.58160639796,2765.8829049,-374.69870149796,mint_shrink
Zone/AC,806.307128424836,800.6792133,-5.62791512483602,mint_shrink
Zone/AC,907.704803285277,1235.9412265,328.236423214723,mint_shrink
Zone/AC,1190.30668681285,1116.0716574,-74.2350294128501,mint_shrink
Zone/AC,661.026282676516,869.0912121,208.064929423484,mint_shrink
Zone/AC,547.718866178903,769.6708957,221.952029521097,mint_shrink
Zone/AC,674.86181738136,529.5716597,-145.29015768136,mint_shrink
Zone/AC,541.538304066593,840.7129406,299.174636533407,mint_shrink
Zone/AC,572.225103840558,713.7146559,141.489552059442,mint_shrink
Zone/AC,898.993636343421,722.4996773,-176.493959043421,mint_shrink
Zone/AC,690.194628952172,1004.3670848,314.172455847828,mint_shrink
Zone/AC,882.554540275342,829.2701471,-53.284393175342,mint_shrink
Zone/AC,3099.20996984567,2816.0075378,-283.20243204567,mint_shrink
Zone/AC,827.334393193172,901.0228138,73.688420606828,mint_shrink
Zone/AC,876.976666202195,1059.3400163,182.363350097805,mint_shrink
Zone/AC,1196.52029540885,931.5082899,-265.01200550885,mint_shrink
Zone/AC,659.352064378972,616.5197945,-42.8322698789721,mint_shrink
Zone/AC,575.84200683642,768.4385378,192.59653096358,mint_shrink
Zone/AC,689.766001883388,714.6411507,24.8751488166121,mint_shrink
Zone/AC,552.092512817986,462.3843129,-89.708199917986,mint_shrink
Zone/AC,585.670950012012,463.145443,-122.525507012012,mint_shrink
Zone/AC,927.028034218673,907.2884911,-19.7395431186731,mint_shrink
Zone/AC,702.647991443933,986.2338766,283.585885156067,mint_shrink
Zone/AC,928.513930142467,759.9514254,-168.562504742467,mint_shrink
Zone/AD,1283.82258399971,1258.651811,-25.1707729997102,mint_shrink
Zone/AD,571.662010483517,510.39577,-61.2662404835169,mint_shrink
Zone/AD,681.982693995738,639.3977855,-42.584908495738,mint_shrink
Zone/AD,1021.97089069191,785.4752687,-236.49562199191,mint_shrink
Zone/AD,661.978084943091,610.1656893,-51.8123956430909,mint_shrink
Zone/AD,678.767224293662,760.2816743,81.5144500063379,mint_shrink
Zone/AD,1052.63385013019,1117.9619644,65.3281142698099,mint_shrink
Zone/AD,918.888810554911,1044.4165473,125.527736745089,mint_shrink
Zone/AD,947.693747189074,873.5416627,-74.152084489074,mint_shrink
Zone/AD,859.856244006126,878.6531344,18.796890393874,mint_shrink
Zone/AD,748.862226524809,862.0478719,113.185645375191,mint_shrink
Zone/AD,822.386291318716,838.6748598,16.2885684812841,mint_shrink
Zone/AD,1309.66132484326,1210.4949653,-99.1663595432599,mint_shrink
Zone/AD,588.184712908167,631.9088817,43.7241687918331,mint_shrink
Zone/AD,702.213156353065,873.3337247,171.120568346935,mint_shrink
Zone/AD,1045.87420174736,932.4553293,-113.41887244736,mint_shrink
Zone/AD,680.518715279501,1011.5088447,330.990129420499,mint_shrink
Zone/AD,689.476540527525,696.4168107,6.94027017247504,mint_shrink
Zone/AD,1068.59871087396,1066.5004576,-2.09825327396015,mint_shrink
Zone/AD,933.242077127464,1031.3385356,98.0964584725359,mint_shrink
Zone/AD,953.196871155892,1102.9338337,149.736962544108,mint_shrink
Zone/AD,876.280405351384,914.8604554,38.5800500486159,mint_shrink
Zone/AD,756.709390198735,954.5932993,197.883909101265,mint_shrink
Zone/AD,835.772184797775,720.4401444,-115.332040397775,mint_shrink
Zone/AE,1475.91992036209,1292.7947466,-183.12517376209,mint_shrink
Zone/AE,687.974701425426,556.2442231,-131.730478325426,mint_shrink
Zone/AE,850.4534937591,837.7967223,-12.6567714590999,mint_shrink
Zone/AE,1202.63606213076,1433.0766852,230.44062306924,mint_shrink
Zone/AE,898.636668637586,980.8475592,82.210890562414,mint_shrink
Zone/AE,907.012738348272,958.2917263,51.278987951728,mint_shrink
Zone/AE,1093.8367294504,1015.1106488,-78.7260806504,mint_shrink
Zone/AE,903.642037708255,976.8880911,73.246053391745,mint_shrink
Zone/AE,970.859575665128,755.1494287,-215.710146965128,mint_shrink
Zone/AE,1269.13964631495,1518.397811,249.25816468505,mint_shrink
Zone/AE,830.352404103536,1433.4376649,603.085260796464,mint_shrink
Zone/AE,866.836669934704,760.0565663,-106.780103634704,mint_shrink
Zone/AE,1477.3095356381,1100.6643246,-376.6452110381,mint_shrink
Zone/AE,707.50932410769,647.1998036,-60.30952050769,mint_shrink
Zone/AE,834.917413910919,1064.5693083,229.651894389081,mint_shrink
Zone/AE,1202.27592829911,1387.4183802,185.14245190089,mint_shrink
Zone/AE,896.185288792094,1305.9031302,409.717841407906,mint_shrink
Zone/AE,918.014954496891,1140.548162,222.533207503109,mint_shrink
Zone/AE,1090.06158446022,1393.4417764,303.38019193978,mint_shrink
Zone/AE,911.923931973846,1101.2729778,189.349045826154,mint_shrink
Zone/AE,982.775713538102,879.0715996,-103.704113938102,mint_shrink
Zone/AE,1275.16127729424,1202.3471972,-72.8140800942401,mint_shrink
Zone/AE,869.094370727601,814.9252264,-54.169144327601,mint_shrink
Zone/AE,864.469512881322,1188.1384962,323.668983318678,mint_shrink
Zone/AF,616.343324670478,896.5761076,280.232782929522,mint_shrink
Zone/AF,418.357707134914,334.3218378,-84.035869334914,mint_shrink
Zone/AF,497.675027639668,465.1734215,-32.501606139668,mint_shrink
Zone/AF,536.103169645475,390.9631736,-145.139996045475,mint_shrink
Zone/AF,477.521403775751,421.4831031,-56.038300675751,mint_shrink
Zone/AF,445.478986921212,414.068649,-31.410337921212,mint_shrink
Zone/AF,564.421565910224,693.7140969,129.292530989776,mint_shrink
Zone/AF,435.177567193089,447.2407915,12.063224306911,mint_shrink
Zone/AF,475.045734863987,558.8382225,83.7924876360131,mint_shrink
Zone/AF,617.338195585065,575.1676361,-42.170559485065,mint_shrink
Zone/AF,428.789843709795,476.0906553,47.300811590205,mint_shrink
Zone/AF,489.585182495704,546.0339804,56.448797904296,mint_shrink
Zone/AF,620.746568927265,638.1915229,17.444953972735,mint_shrink
Zone/AF,415.6141915478,540.6607214,125.0465298522,mint_shrink
Zone/AF,507.230967037473,463.4297437,-43.801223337473,mint_shrink
Zone/AF,566.760494757601,532.8320768,-33.928417957601,mint_shrink
Zone/AF,484.090510044734,530.0181958,45.9276857552659,mint_shrink
Zone/AF,448.073753235888,329.5379174,-118.535835835888,mint_shrink
Zone/AF,587.190689303795,552.2814948,-34.909194503795,mint_shrink
Zone/AF,445.545273720186,454.729104,9.183830279814,mint_shrink
Zone/AF,491.908040770513,437.2837272,-54.624313570513,mint_shrink
Zone/AF,633.048899513159,647.0938368,14.044937286841,mint_shrink
Zone/AF,475.008447759023,584.1050255,109.096577740977,mint_shrink
Zone/AF,492.056585498651,529.0124662,36.955880701349,mint_shrink
Zone/BA,4662.9980519028,4633.4682803,-29.5297716028008,mint_shrink
Zone/BA,2119.59299968939,2221.0395252,101.44652551061,mint_shrink
Zone/BA,2314.94512135169,2854.2547753,539.30965394831,mint_shrink
Zone/BA,2398.29607073666,2421.8691646,23.5730938633401,mint_shrink
Zone/BA,2123.22700240823,2366.4548643,243.22786189177,mint_shrink
Zone/BA,2103.51263657753,1848.9880238,-254.52461277753,mint_shrink
Zone/BA,2335.49379869262,2136.7193454,-198.77445329262,mint_shrink
Zone/BA,2062.05405696084,2291.7862688,229.73221183916,mint_shrink
Zone/BA,2002.88306111186,2108.7912474,105.90818628814,mint_shrink
Zone/BA,2390.58999617434,2703.3035878,312.71359162566,mint_shrink
Zone/BA,2414.91889353297,2352.5711398,-62.34775373297,mint_shrink
Zone/BA,2374.7587410199,2659.1528846,284.3941435801,mint_shrink
Zone/BA,4732.02219665133,5354.4372849,622.41508824867,mint_shrink
Zone/BA,2182.9343609244,2427.5575805,244.6232195756,mint_shrink
Zone/BA,2347.51860960059,2181.3530439,-166.16556570059,mint_shrink
Zone/BA,2426.33915669817,2662.068768,235.72961130183,mint_shrink
Zone/BA,2167.3018585647,2144.8462224,-22.4556361647001,mint_shrink
Zone/BA,2153.90064605247,2343.1765798,189.27593374753,mint_shrink
Zone/BA,2408.2982025113,2655.237134,246.9389314887,mint_shrink
Zone/BA,2116.44197107843,2111.7853496,-4.65662147843022,mint_shrink
Zone/BA,2061.85891604828,2132.0563681,70.1974520517197,mint_shrink
Zone/BA,2438.34850399773,2832.7065991,394.35809510227,mint_shrink
Zone/BA,2458.16488846162,2554.1569474,95.9920589383796,mint_shrink
Zone/BA,2436.91943581943,2568.5846582,131.66522238057,mint_shrink
Zone/BB,1488.74939365945,1445.9058679,-42.8435257594501,mint_shrink
Zone/BB,441.438208208507,916.6980819,475.259873691493,mint_shrink
Zone/BB,530.330884626658,605.639157,75.308272373342,mint_shrink
Zone/BB,543.92700369834,523.8046892,-20.12231449834,mint_shrink
Zone/BB,355.587725848149,294.6754596,-60.912266248149,mint_shrink
Zone/BB,316.501399532087,274.2621985,-42.239201032087,mint_shrink
Zone/BB,332.671066922059,256.2374954,-76.433571522059,mint_shrink
Zone/BB,260.736321702938,316.017072,55.280750297062,mint_shrink
Zone/BB,336.055323963718,237.1384055,-98.916918463718,mint_shrink
Zone/BB,401.920155395521,398.0122036,-3.907951795521,mint_shrink
Zone/BB,402.593432918049,475.1042864,72.510853481951,mint_shrink
Zone/BB,463.063170669863,645.4208704,182.357699730137,mint_shrink
Zone/BB,1513.05906597273,1343.8020358,-169.25703017273,mint_shrink
Zone/BB,467.278402459523,477.0414335,9.76303104047696,mint_shrink
Zone/BB,556.958665659502,668.523857,111.565191340498,mint_shrink
Zone/BB,576.403047838415,346.0235124,-230.379535438415,mint_shrink
Zone/BB,386.993977065374,269.4326485,-117.561328565374,mint_shrink
Zone/BB,344.650471397445,296.9736912,-47.676780197445,mint_shrink
Zone/BB,361.021693466883,340.0291614,-20.992532066883,mint_shrink
Zone/BB,285.248411665125,356.009526,70.761114334875,mint_shrink
Zone/BB,363.582133472188,242.7156639,-120.866469572188,mint_shrink
Zone/BB,431.105887015152,357.918411,-73.187476015152,mint_shrink
Zone/BB,422.942898480174,459.2816926,36.338794119826,mint_shrink
Zone/BB,485.190565464166,530.4170797,45.226514235834,mint_shrink
Zone/BC,1750.24854202898,1554.364421,-195.88412102898,mint_shrink
Zone/BC,523.785397039937,561.3182241,37.5328270600629,mint_shrink
Zone/BC,636.292861588751,692.4103226,56.117461011249,mint_shrink
Zone/BC,709.865187887218,763.9630874,54.097899512782,mint_shrink
Zone/BC,422.388310299804,616.0154175,193.627107200196,mint_shrink
Zone/BC,408.838122776938,449.1776794,40.339556623062,mint_shrink
Zone/BC,434.082016707178,400.9749719,-33.107044807178,mint_shrink
Zone/BC,334.953628529215,392.113338,57.159709470785,mint_shrink
Zone/BC,410.74999225637,327.2190828,-83.53090945637,mint_shrink
Zone/BC,531.124349560702,614.0221811,82.8978315392981,mint_shrink
Zone/BC,559.24105496407,638.8047592,79.56370423593,mint_shrink
Zone/BC,532.850639478525,576.0730749,43.2224354214751,mint_shrink
Zone/BC,1769.50845894031,1888.8476594,119.33920045969,mint_shrink
Zone/BC,535.488047102929,470.7832522,-64.7047949029291,mint_shrink
Zone/BC,657.028808665171,831.6296946,174.600885934829,mint_shrink
Zone/BC,723.799861889412,435.6706218,-288.129240089412,mint_shrink
Zone/BC,421.71780043581,434.6784776,12.96067716419,mint_shrink
Zone/BC,410.735835309486,377.6360949,-33.099740409486,mint_shrink
Zone/BC,428.978451654081,337.908931,-91.069520654081,mint_shrink
Zone/BC,332.833280974505,280.5752975,-52.257983474505,mint_shrink
Zone/BC,424.253335754887,342.1122241,-82.141111654887,mint_shrink
Zone/BC,528.502802528307,706.9756784,178.472875871693,mint_shrink
Zone/BC,558.962740830867,510.4006502,-48.562090630867,mint_shrink
Zone/BC,544.666151735856,504.2612951,-40.404856635856,mint_shrink
